"date_analysis","proj","model1","model2","model3"
2022-07-29,3,"gam","xgb","svr"
2022-07-29,4,"gam","arima","garch"
2022-07-29,5,"garch","gam","arima"
2022-07-29,6,"gam","arima","garch"
2022-07-29,7,"gam","garch","arima"
2022-07-29,8,"arima","garch","gam"
2022-07-29,9,"garch","arima","gpr"
2022-07-29,10,"arima","garch","gpr"
2022-07-29,11,"garch","gpr","arima"
2022-07-29,12,"garch","arima","gpr"
2022-07-29,13,"gpr","lm","garch"
2022-07-29,14,"gpr","gru","lm"
2022-07-30,0,"gam","xgb","svr"
2022-07-30,1,"xgb","gam","svr"
2022-07-30,2,"xgb","gam","svr"
2022-07-30,3,"xgb","gam","svr"
2022-07-30,4,"gam","svr","arima"
2022-07-30,5,"garch","gam","arima"
2022-07-30,6,"gam","arima","garch"
2022-07-30,7,"gam","arima","garch"
2022-07-30,8,"arima","garch","gam"
2022-07-30,9,"garch","arima","gpr"
2022-07-30,10,"garch","arima","gpr"
2022-07-30,11,"garch","arima","gpr"
2022-07-30,12,"garch","gpr","arima"
2022-07-30,13,"gpr","lm","garch"
2022-07-30,14,"gpr","lm","gru"
2022-07-31,0,"xgb","gam","garch"
2022-07-31,1,"xgb","gam","garch"
2022-07-31,2,"xgb","gam","svr"
2022-07-31,3,"xgb","gam","svr"
2022-07-31,4,"gam","svr","garch"
2022-07-31,5,"garch","gam","arima"
2022-07-31,6,"gam","arima","garch"
2022-07-31,7,"gam","arima","garch"
2022-07-31,8,"arima","garch","gam"
2022-07-31,9,"arima","garch","gpr"
2022-07-31,10,"garch","arima","gpr"
2022-07-31,11,"garch","arima","gpr"
2022-07-31,12,"garch","gpr","arima"
2022-07-31,13,"gpr","lm","garch"
2022-07-31,14,"gpr","lm","gru"
2022-08-01,0,"xgb","gam","svr"
2022-08-01,1,"xgb","gam","garch"
2022-08-01,2,"xgb","gam","svr"
2022-08-01,3,"xgb","svr","gam"
2022-08-01,4,"gam","svr","garch"
2022-08-01,5,"garch","gam","arima"
2022-08-01,6,"gam","arima","garch"
2022-08-01,7,"gam","arima","garch"
2022-08-01,8,"arima","garch","gam"
2022-08-01,9,"arima","garch","gpr"
2022-08-01,10,"garch","arima","gpr"
2022-08-01,11,"garch","arima","gpr"
2022-08-01,12,"garch","gpr","arima"
2022-08-01,13,"gpr","lm","garch"
2022-08-01,14,"gpr","lm","garch"
2022-08-02,0,"svr","gam","garch"
2022-08-02,1,"xgb","svr","gam"
2022-08-02,2,"xgb","gam","garch"
2022-08-02,3,"xgb","svr","gam"
2022-08-02,4,"gam","svr","xgb"
2022-08-02,5,"garch","gam","arima"
2022-08-02,6,"gam","arima","garch"
2022-08-02,7,"gam","arima","garch"
2022-08-02,8,"arima","garch","gam"
2022-08-02,9,"arima","garch","gpr"
2022-08-02,10,"garch","arima","gpr"
2022-08-02,11,"arima","garch","gpr"
2022-08-02,12,"garch","gpr","arima"
2022-08-02,13,"gpr","lm","garch"
2022-08-02,14,"gpr","lm","garch"
2022-08-03,0,"svr","gam","garch"
2022-08-03,1,"xgb","svr","garch"
2022-08-03,2,"xgb","gam","svr"
2022-08-03,3,"xgb","svr","gam"
2022-08-03,4,"svr","gam","xgb"
2022-08-03,5,"garch","arima","lm"
2022-08-03,6,"gam","garch","arima"
2022-08-03,7,"gam","arima","garch"
2022-08-03,8,"arima","garch","gam"
2022-08-03,9,"arima","garch","gpr"
2022-08-03,10,"garch","arima","gpr"
2022-08-03,11,"arima","garch","gpr"
2022-08-03,12,"garch","arima","gpr"
2022-08-03,13,"gpr","lm","garch"
2022-08-03,14,"gpr","lm","garch"
2022-08-04,0,"svr","rf","gbm"
2022-08-04,1,"xgb","svr","rf"
2022-08-04,2,"xgb","garch","svr"
2022-08-04,3,"xgb","svr","gam"
2022-08-04,4,"xgb","svr","gam"
2022-08-04,5,"garch","lm","gpr"
2022-08-04,6,"gam","garch","arima"
2022-08-04,7,"gam","garch","arima"
2022-08-04,8,"xgb","arima","garch"
2022-08-04,9,"arima","garch","gam"
2022-08-04,10,"arima","garch","gpr"
2022-08-04,11,"garch","arima","gpr"
2022-08-04,12,"garch","arima","gpr"
2022-08-04,13,"gpr","garch","lm"
2022-08-04,14,"gpr","garch","lm"
2022-08-05,0,"gbm","rf","svr"
2022-08-05,1,"xgb","rf","gbm"
2022-08-05,2,"gbm","xgb","svr"
2022-08-05,3,"xgb","gru","garch"
2022-08-05,4,"xgb","svr","gam"
2022-08-05,5,"xgb","gpr","garch"
2022-08-05,6,"garch","gam","arima"
2022-08-05,7,"arima","garch","gam"
2022-08-05,8,"gam","garch","lm"
2022-08-05,9,"arima","garch","gam"
2022-08-05,10,"garch","arima","gpr"
2022-08-05,11,"arima","garch","gpr"
2022-08-05,12,"garch","arima","gpr"
2022-08-05,13,"garch","arima","gpr"
2022-08-05,14,"gpr","garch","lm"
2022-08-06,0,"gbm","rf","svr"
2022-08-06,1,"rf","xgb","gbm"
2022-08-06,2,"gbm","rf","garch"
2022-08-06,3,"gpr","gru","gbm"
2022-08-06,4,"xgb","arima","gpr"
2022-08-06,5,"svr","gpr","xgb"
2022-08-06,6,"xgb","garch","gpr"
2022-08-06,7,"garch","lm","gpr"
2022-08-06,8,"gpr","garch","lm"
2022-08-06,9,"gam","garch","lm"
2022-08-06,10,"arima","garch","gpr"
2022-08-06,11,"garch","arima","gpr"
2022-08-06,12,"garch","arima","gpr"
2022-08-06,13,"gpr","garch","lm"
2022-08-06,14,"gpr","garch","lm"
2022-08-07,0,"gbm","rf","svr"
2022-08-07,1,"xgb","rf","gbm"
2022-08-07,2,"gbm","rf","garch"
2022-08-07,3,"gbm","gru","gpr"
2022-08-07,4,"xgb","gpr","lm"
2022-08-07,5,"xgb","svr","gpr"
2022-08-07,6,"svr","gpr","xgb"
2022-08-07,7,"gpr","svr","lm"
2022-08-07,8,"gpr","xgb","gru"
2022-08-07,9,"gam","gpr","svr"
2022-08-07,10,"svr","gpr","lm"
2022-08-07,11,"xgb","arima","garch"
2022-08-07,12,"garch","arima","gpr"
2022-08-07,13,"gpr","lm","garch"
2022-08-07,14,"gpr","garch","lm"
2022-08-08,0,"gbm","svr","rf"
2022-08-08,1,"xgb","rf","gbm"
2022-08-08,2,"gbm","xgb","rf"
2022-08-08,3,"gru","gbm","gpr"
2022-08-08,4,"gpr","gbm","gru"
2022-08-08,5,"svr","gru","gpr"
2022-08-08,6,"svr","gpr","xgb"
2022-08-08,7,"svr","gpr","lm"
2022-08-08,8,"gru","xgb","svr"
2022-08-08,9,"svr","gpr","gam"
2022-08-08,10,"svr","xgb","gpr"
2022-08-08,11,"svr","gam","xgb"
2022-08-08,12,"gpr","lm","arima"
2022-08-08,13,"gpr","lm","garch"
2022-08-08,14,"gpr","garch","arima"
2022-08-09,0,"gbm","gam","rf"
2022-08-09,1,"xgb","rf","gbm"
2022-08-09,2,"gbm","garch","svr"
2022-08-09,3,"gru","gbm","xgb"
2022-08-09,4,"gpr","xgb","gru"
2022-08-09,5,"svr","gru","gpr"
2022-08-09,6,"svr","gpr","xgb"
2022-08-09,7,"svr","gru","gpr"
2022-08-09,8,"gru","xgb","svr"
2022-08-09,9,"svr","gpr","xgb"
2022-08-09,10,"xgb","svr","gpr"
2022-08-09,11,"xgb","svr","gam"
2022-08-09,12,"gam","svr","gpr"
2022-08-09,13,"gpr","lm","gam"
2022-08-09,14,"gru","gpr","xgb"
2022-08-10,0,"rf","gbm","gam"
2022-08-10,1,"rf","gbm","xgb"
2022-08-10,2,"gbm","xgb","garch"
2022-08-10,3,"xgb","gru","gbm"
2022-08-10,4,"xgb","garch","gru"
2022-08-10,5,"svr","gam","arima"
2022-08-10,6,"svr","gpr","lm"
2022-08-10,7,"svr","gpr","gru"
2022-08-10,8,"gru","xgb","svr"
2022-08-10,9,"svr","gpr","gru"
2022-08-10,10,"xgb","svr","gru"
2022-08-10,11,"xgb","gru","svr"
2022-08-10,12,"svr","gam","gpr"
2022-08-10,13,"xgb","svr","gpr"
2022-08-10,14,"gru","gpr","xgb"
2022-08-11,0,"arima","garch","lm"
2022-08-11,1,"rf","xgb","gru"
2022-08-11,2,"gbm","xgb","garch"
2022-08-11,3,"gru","gpr","arima"
2022-08-11,4,"gru","xgb","garch"
2022-08-11,5,"svr","gam","arima"
2022-08-11,6,"svr","gpr","gru"
2022-08-11,7,"gbm","gru","svr"
2022-08-11,8,"gru","rf","xgb"
2022-08-11,9,"rf","gbm","gru"
2022-08-11,10,"gbm","rf","gru"
2022-08-11,11,"gru","xgb","gbm"
2022-08-11,12,"svr","gam","gpr"
2022-08-11,13,"xgb","svr","gru"
2022-08-11,14,"lm","gpr","svr"
2022-08-12,0,"gbm","rf","arima"
2022-08-12,1,"gpr","svr","arima"
2022-08-12,2,"gpr","arima","garch"
2022-08-12,3,"gpr","gru","arima"
2022-08-12,4,"xgb","gru","arima"
2022-08-12,5,"svr","gam","arima"
2022-08-12,6,"gru","xgb","svr"
2022-08-12,7,"gru","gbm","svr"
2022-08-12,8,"rf","gru","gbm"
2022-08-12,9,"rf","gru","gbm"
2022-08-12,10,"gru","gbm","rf"
2022-08-12,11,"gbm","gru","rf"
2022-08-12,12,"gru","gbm","rf"
2022-08-12,13,"gru","gbm","xgb"
2022-08-12,14,"xgb","gru","gbm"
2022-08-13,0,"gbm","rf","gam"
2022-08-13,1,"gbm","rf","gpr"
2022-08-13,2,"gpr","gbm","arima"
2022-08-13,3,"gpr","arima","gru"
2022-08-13,4,"xgb","gbm","gru"
2022-08-13,5,"svr","gam","xgb"
2022-08-13,6,"svr","xgb","gam"
2022-08-13,7,"xgb","gru","svr"
2022-08-13,8,"svr","rf","gru"
2022-08-13,9,"gru","rf","svr"
2022-08-13,10,"gru","gbm","xgb"
2022-08-13,11,"gru","gbm","rf"
2022-08-13,12,"gru","rf","gbm"
2022-08-13,13,"gru","gbm","rf"
2022-08-13,14,"gru","gbm","rf"
2022-08-14,0,"xgb","gbm","rf"
2022-08-14,1,"xgb","rf","gbm"
2022-08-14,2,"svr","gam","lm"
2022-08-14,3,"gru","gbm","arima"
2022-08-14,4,"xgb","gbm","gru"
2022-08-14,5,"xgb","svr","gam"
2022-08-14,6,"xgb","svr","lm"
2022-08-14,7,"gru","xgb","gbm"
2022-08-14,8,"svr","rf","gam"
2022-08-14,9,"gru","svr","gpr"
2022-08-14,10,"gru","gbm","xgb"
2022-08-14,11,"gbm","rf","gru"
2022-08-14,12,"rf","gbm","gru"
2022-08-14,13,"gru","gbm","rf"
2022-08-14,14,"rf","gbm","gru"
2022-08-15,0,"gbm","xgb","rf"
2022-08-15,1,"rf","gbm","xgb"
2022-08-15,2,"garch","arima","gam"
2022-08-15,3,"gru","gpr","svr"
2022-08-15,4,"xgb","gbm","rf"
2022-08-15,5,"xgb","gam","svr"
2022-08-15,6,"xgb","svr","gam"
2022-08-15,7,"xgb","gru","gbm"
2022-08-15,8,"svr","garch","gam"
2022-08-15,9,"svr","gru","gpr"
2022-08-15,10,"gru","xgb","gbm"
2022-08-15,11,"gbm","rf","gru"
2022-08-15,12,"rf","gbm","gru"
2022-08-15,13,"gru","gbm","rf"
2022-08-15,14,"rf","gbm","xgb"
2022-08-16,0,"gbm","xgb","rf"
2022-08-16,1,"rf","gbm","xgb"
2022-08-16,2,"garch","arima","lm"
2022-08-16,3,"garch","rf","arima"
2022-08-16,4,"xgb","gbm","rf"
2022-08-16,5,"xgb","gam","svr"
2022-08-16,6,"xgb","gam","svr"
2022-08-16,7,"xgb","gru","gbm"
2022-08-16,8,"garch","svr","arima"
2022-08-16,9,"svr","gpr","gam"
2022-08-16,10,"gru","xgb","gbm"
2022-08-16,11,"gbm","rf","xgb"
2022-08-16,12,"rf","gbm","gru"
2022-08-16,13,"gru","gbm","rf"
2022-08-16,14,"rf","gbm","xgb"
2022-08-17,0,"gbm","xgb","rf"
2022-08-17,1,"gbm","rf","xgb"
2022-08-17,2,"garch","arima","lm"
2022-08-17,3,"gru","rf","gbm"
2022-08-17,4,"rf","garch","arima"
2022-08-17,5,"gam","arima","garch"
2022-08-17,6,"xgb","lm","svr"
2022-08-17,7,"xgb","gru","gbm"
2022-08-17,8,"garch","arima","gam"
2022-08-17,9,"gpr","gam","lm"
2022-08-17,10,"xgb","gru","gbm"
2022-08-17,11,"gbm","gam","gpr"
2022-08-17,12,"rf","gbm","gru"
2022-08-17,13,"gru","gbm","rf"
2022-08-17,14,"rf","gbm","xgb"
2022-08-18,0,"xgb","gbm","rf"
2022-08-18,1,"gbm","garch","arima"
2022-08-18,2,"arima","garch","lm"
2022-08-18,3,"gru","lm","gpr"
2022-08-18,4,"gru","rf","xgb"
2022-08-18,5,"arima","garch","lm"
2022-08-18,6,"lm","gpr","garch"
2022-08-18,7,"gru","xgb","arima"
2022-08-18,8,"garch","arima","gpr"
2022-08-18,9,"xgb","gru","arima"
2022-08-18,10,"gru","xgb","gbm"
2022-08-18,11,"gbm","gru","rf"
2022-08-18,12,"gru","rf","gbm"
2022-08-18,13,"gru","gbm","rf"
2022-08-18,14,"gbm","rf","xgb"
2022-08-19,0,"xgb","arima","garch"
2022-08-19,1,"gru","garch","arima"
2022-08-19,2,"arima","garch","lm"
2022-08-19,3,"gru","arima","garch"
2022-08-19,4,"gru","gpr","garch"
2022-08-19,5,"gru","xgb","garch"
2022-08-19,6,"garch","arima","lm"
2022-08-19,7,"gru","arima","lm"
2022-08-19,8,"gru","xgb","garch"
2022-08-19,9,"xgb","arima","garch"
2022-08-19,10,"gbm","xgb","rf"
2022-08-19,11,"rf","gru","gbm"
2022-08-19,12,"gru","gpr","garch"
2022-08-19,13,"gru","gpr","lm"
2022-08-19,14,"gbm","rf","xgb"
2022-08-20,0,"xgb","arima","garch"
2022-08-20,1,"gru","garch","arima"
2022-08-20,2,"garch","arima","lm"
2022-08-20,3,"gru","arima","garch"
2022-08-20,4,"gru","garch","arima"
2022-08-20,5,"gru","garch","arima"
2022-08-20,6,"gru","garch","arima"
2022-08-20,7,"gru","garch","gpr"
2022-08-20,8,"lm","garch","gpr"
2022-08-20,9,"xgb","gru","rf"
2022-08-20,10,"xgb","rf","gbm"
2022-08-20,11,"rf","garch","gbm"
2022-08-20,12,"garch","arima","gpr"
2022-08-20,13,"gru","gpr","garch"
2022-08-20,14,"lm","gpr","garch"
2022-08-21,0,"garch","arima","gam"
2022-08-21,1,"gru","garch","arima"
2022-08-21,2,"gru","garch","arima"
2022-08-21,3,"gru","garch","arima"
2022-08-21,4,"gru","garch","arima"
2022-08-21,5,"gru","garch","arima"
2022-08-21,6,"gru","garch","arima"
2022-08-21,7,"gru","garch","arima"
2022-08-21,8,"garch","gru","gpr"
2022-08-21,9,"gru","arima","garch"
2022-08-21,10,"gru","xgb","rf"
2022-08-21,11,"gru","rf","garch"
2022-08-21,12,"garch","arima","gpr"
2022-08-21,13,"gru","gpr","garch"
2022-08-21,14,"garch","gpr","lm"
2022-08-22,0,"gam","garch","arima"
2022-08-22,1,"gru","garch","arima"
2022-08-22,2,"garch","gru","arima"
2022-08-22,3,"gru","garch","arima"
2022-08-22,4,"gru","garch","arima"
2022-08-22,5,"gru","garch","arima"
2022-08-22,6,"gru","garch","arima"
2022-08-22,7,"gru","gpr","lm"
2022-08-22,8,"gru","arima","garch"
2022-08-22,9,"gru","garch","arima"
2022-08-22,10,"garch","arima","gpr"
2022-08-22,11,"gru","rf","xgb"
2022-08-22,12,"gru","garch","arima"
2022-08-22,13,"garch","gpr","lm"
2022-08-22,14,"garch","arima","gpr"
2022-08-23,0,"gam","garch","arima"
2022-08-23,1,"garch","arima","gru"
2022-08-23,2,"garch","gru","arima"
2022-08-23,3,"gru","garch","arima"
2022-08-23,4,"gru","garch","arima"
2022-08-23,5,"gru","garch","arima"
2022-08-23,6,"gru","garch","arima"
2022-08-23,7,"gru","garch","gpr"
2022-08-23,8,"gru","gpr","garch"
2022-08-23,9,"gru","arima","garch"
2022-08-23,10,"garch","gru","arima"
2022-08-23,11,"gru","garch","arima"
2022-08-23,12,"gru","garch","arima"
2022-08-23,13,"garch","gpr","lm"
2022-08-23,14,"garch","arima","gpr"
2022-08-24,0,"gam","garch","arima"
2022-08-24,1,"garch","arima","gru"
2022-08-24,2,"garch","arima","gru"
2022-08-24,3,"gru","garch","arima"
2022-08-24,4,"gru","garch","arima"
2022-08-24,5,"gru","garch","arima"
2022-08-24,6,"gru","garch","arima"
2022-08-24,7,"gru","garch","arima"
2022-08-24,8,"gru","garch","gpr"
2022-08-24,9,"gru","gpr","garch"
2022-08-24,10,"gru","garch","arima"
2022-08-24,11,"gru","garch","arima"
2022-08-24,12,"garch","gru","arima"
2022-08-24,13,"gru","gpr","garch"
2022-08-24,14,"garch","arima","gpr"
2022-08-25,0,"arima","garch","gbm"
2022-08-25,1,"gbm","garch","rf"
2022-08-25,2,"garch","arima","lm"
2022-08-25,3,"garch","arima","gru"
2022-08-25,4,"garch","arima","xgb"
2022-08-25,5,"gru","garch","lm"
2022-08-25,6,"gru","garch","arima"
2022-08-25,7,"gru","garch","lm"
2022-08-25,8,"gru","garch","arima"
2022-08-25,9,"gru","garch","gpr"
2022-08-25,10,"gru","gpr","lm"
2022-08-25,11,"gru","arima","garch"
2022-08-25,12,"garch","gru","gpr"
2022-08-25,13,"gpr","lm","garch"
2022-08-25,14,"gru","garch","gpr"
2022-08-26,0,"arima","garch","lm"
2022-08-26,1,"rf","gbm","xgb"
2022-08-26,2,"xgb","gbm","rf"
2022-08-26,3,"xgb","gbm","garch"
2022-08-26,4,"xgb","gbm","garch"
2022-08-26,5,"garch","arima","gam"
2022-08-26,6,"gru","lm","garch"
2022-08-26,7,"gru","lm","garch"
2022-08-26,8,"gru","garch","lm"
2022-08-26,9,"gru","garch","arima"
2022-08-26,10,"gru","gpr","lm"
2022-08-26,11,"gru","arima","gpr"
2022-08-26,12,"gru","garch","arima"
2022-08-26,13,"garch","gpr","arima"
2022-08-26,14,"gpr","lm","garch"
2022-08-27,0,"gbm","gru","rf"
2022-08-27,1,"gbm","rf","gru"
2022-08-27,2,"gbm","garch","arima"
2022-08-27,3,"xgb","garch","arima"
2022-08-27,4,"garch","arima","lm"
2022-08-27,5,"garch","arima","gam"
2022-08-27,6,"lm","gam","garch"
2022-08-27,7,"gru","lm","arima"
2022-08-27,8,"gru","garch","lm"
2022-08-27,9,"gru","garch","arima"
2022-08-27,10,"gru","gpr","lm"
2022-08-27,11,"gru","arima","garch"
2022-08-27,12,"gru","garch","arima"
2022-08-27,13,"gpr","garch","arima"
2022-08-27,14,"gru","gpr","garch"
2022-08-28,0,"gru","gbm","gpr"
2022-08-28,1,"gbm","gru","rf"
2022-08-28,2,"arima","garch","lm"
2022-08-28,3,"garch","arima","gam"
2022-08-28,4,"garch","arima","lm"
2022-08-28,5,"garch","arima","gam"
2022-08-28,6,"garch","lm","gam"
2022-08-28,7,"gru","gam","lm"
2022-08-28,8,"gru","arima","lm"
2022-08-28,9,"gru","garch","arima"
2022-08-28,10,"gpr","lm","garch"
2022-08-28,11,"gru","arima","garch"
2022-08-28,12,"gru","garch","arima"
2022-08-28,13,"gpr","garch","arima"
2022-08-28,14,"gru","gpr","lm"
2022-08-29,0,"gbm","rf","gru"
2022-08-29,1,"gbm","rf","gru"
2022-08-29,2,"arima","garch","gam"
2022-08-29,3,"garch","gam","arima"
2022-08-29,4,"gru","garch","arima"
2022-08-29,5,"garch","arima","gam"
2022-08-29,6,"lm","gam","garch"
2022-08-29,7,"gru","garch","lm"
2022-08-29,8,"gru","arima","lm"
2022-08-29,9,"gru","garch","lm"
2022-08-29,10,"gru","gpr","lm"
2022-08-29,11,"gru","arima","garch"
2022-08-29,12,"gru","garch","arima"
2022-08-29,13,"garch","arima","gpr"
2022-08-29,14,"gpr","lm","garch"
2022-08-30,0,"gbm","gru","rf"
2022-08-30,1,"gbm","rf","gru"
2022-08-30,2,"garch","arima","gam"
2022-08-30,3,"arima","garch","lm"
2022-08-30,4,"gru","garch","arima"
2022-08-30,5,"garch","arima","gam"
2022-08-30,6,"lm","gam","garch"
2022-08-30,7,"gru","lm","garch"
2022-08-30,8,"gru","arima","garch"
2022-08-30,9,"garch","lm","gpr"
2022-08-30,10,"lm","gpr","gru"
2022-08-30,11,"gru","arima","gpr"
2022-08-30,12,"gru","garch","arima"
2022-08-30,13,"garch","gru","arima"
2022-08-30,14,"gpr","lm","garch"
2022-08-31,0,"gbm","gru","rf"
2022-08-31,1,"gbm","rf","gru"
2022-08-31,2,"garch","arima","gbm"
2022-08-31,3,"arima","garch","gam"
2022-08-31,4,"garch","arima","lm"
2022-08-31,5,"garch","arima","gam"
2022-08-31,6,"gam","lm","garch"
2022-08-31,7,"lm","gru","garch"
2022-08-31,8,"arima","gru","garch"
2022-08-31,9,"garch","gru","lm"
2022-08-31,10,"lm","gpr","svr"
2022-08-31,11,"gru","gpr","arima"
2022-08-31,12,"gru","garch","arima"
2022-08-31,13,"garch","arima","gru"
2022-08-31,14,"gpr","lm","garch"
2022-09-01,0,"gru","xgb","gbm"
2022-09-01,1,"gbm","gru","rf"
2022-09-01,2,"garch","arima","gam"
2022-09-01,3,"arima","garch","lm"
2022-09-01,4,"garch","arima","gpr"
2022-09-01,5,"garch","arima","gam"
2022-09-01,6,"xgb","gam","lm"
2022-09-01,7,"xgb","gam","lm"
2022-09-01,8,"rf","arima","garch"
2022-09-01,9,"rf","gbm","garch"
2022-09-01,10,"garch","lm","arima"
2022-09-01,11,"garch","lm","arima"
2022-09-01,12,"gru","arima","garch"
2022-09-01,13,"gru","garch","arima"
2022-09-01,14,"gpr","lm","garch"
2022-09-02,0,"gru","xgb","garch"
2022-09-02,1,"gru","arima","gbm"
2022-09-02,2,"garch","arima","gam"
2022-09-02,3,"arima","garch","lm"
2022-09-02,4,"gru","garch","arima"
2022-09-02,5,"garch","arima","gam"
2022-09-02,6,"xgb","gam","lm"
2022-09-02,7,"xgb","rf","gam"
2022-09-02,8,"rf","xgb","arima"
2022-09-02,9,"rf","gbm","garch"
2022-09-02,10,"rf","gbm","lm"
2022-09-02,11,"garch","arima","gru"
2022-09-02,12,"garch","arima","lm"
2022-09-02,13,"gru","garch","arima"
2022-09-02,14,"gpr","lm","garch"
2022-09-03,0,"xgb","rf","garch"
2022-09-03,1,"gru","arima","gbm"
2022-09-03,2,"garch","arima","gam"
2022-09-03,3,"garch","lm","arima"
2022-09-03,4,"gru","garch","arima"
2022-09-03,5,"garch","arima","gam"
2022-09-03,6,"gam","xgb","garch"
2022-09-03,7,"xgb","rf","gam"
2022-09-03,8,"xgb","rf","arima"
2022-09-03,9,"rf","garch","xgb"
2022-09-03,10,"rf","gbm","lm"
2022-09-03,11,"gbm","garch","arima"
2022-09-03,12,"garch","arima","lm"
2022-09-03,13,"garch","arima","lm"
2022-09-03,14,"lm","gpr","garch"
2022-09-04,0,"xgb","rf","garch"
2022-09-04,1,"arima","garch","rf"
2022-09-04,2,"xgb","garch","arima"
2022-09-04,3,"garch","arima","lm"
2022-09-04,4,"gbm","garch","arima"
2022-09-04,5,"gbm","garch","arima"
2022-09-04,6,"xgb","gbm","garch"
2022-09-04,7,"rf","garch","arima"
2022-09-04,8,"rf","xgb","arima"
2022-09-04,9,"rf","garch","lm"
2022-09-04,10,"rf","gbm","xgb"
2022-09-04,11,"gbm","garch","rf"
2022-09-04,12,"arima","garch","lm"
2022-09-04,13,"arima","garch","lm"
2022-09-04,14,"lm","gpr","arima"
2022-09-05,0,"xgb","arima","garch"
2022-09-05,1,"arima","gru","garch"
2022-09-05,2,"xgb","garch","arima"
2022-09-05,3,"garch","arima","lm"
2022-09-05,4,"garch","arima","xgb"
2022-09-05,5,"gbm","garch","arima"
2022-09-05,6,"xgb","gbm","arima"
2022-09-05,7,"rf","xgb","arima"
2022-09-05,8,"rf","arima","garch"
2022-09-05,9,"rf","xgb","arima"
2022-09-05,10,"rf","gbm","xgb"
2022-09-05,11,"gbm","rf","garch"
2022-09-05,12,"garch","lm","arima"
2022-09-05,13,"arima","lm","garch"
2022-09-05,14,"lm","garch","arima"
2022-09-06,0,"xgb","gam","svr"
2022-09-06,1,"arima","garch","lm"
2022-09-06,2,"gru","xgb","garch"
2022-09-06,3,"xgb","rf","garch"
2022-09-06,4,"rf","xgb","gbm"
2022-09-06,5,"gbm","garch","arima"
2022-09-06,6,"gbm","xgb","arima"
2022-09-06,7,"rf","xgb","gbm"
2022-09-06,8,"rf","arima","garch"
2022-09-06,9,"rf","xgb","garch"
2022-09-06,10,"rf","xgb","gbm"
2022-09-06,11,"gbm","rf","garch"
2022-09-06,12,"gbm","garch","arima"
2022-09-06,13,"arima","lm","garch"
2022-09-06,14,"lm","gpr","arima"
2022-09-07,0,"xgb","svr","gam"
2022-09-07,1,"arima","xgb","garch"
2022-09-07,2,"gam","arima","garch"
2022-09-07,3,"xgb","gru","rf"
2022-09-07,4,"rf","gbm","xgb"
2022-09-07,5,"gbm","rf","arima"
2022-09-07,6,"gbm","xgb","rf"
2022-09-07,7,"gbm","rf","xgb"
2022-09-07,8,"rf","xgb","arima"
2022-09-07,9,"rf","xgb","arima"
2022-09-07,10,"rf","xgb","gbm"
2022-09-07,11,"rf","gbm","garch"
2022-09-07,12,"gbm","rf","garch"
2022-09-07,13,"arima","garch","lm"
2022-09-07,14,"lm","gpr","garch"
2022-09-08,0,"rf","gam","svr"
2022-09-08,1,"gru","arima","garch"
2022-09-08,2,"gam","arima","garch"
2022-09-08,3,"gam","lm","garch"
2022-09-08,4,"rf","xgb","gru"
2022-09-08,5,"rf","gbm","arima"
2022-09-08,6,"gbm","rf","xgb"
2022-09-08,7,"gbm","rf","arima"
2022-09-08,8,"gbm","rf","garch"
2022-09-08,9,"garch","arima","gam"
2022-09-08,10,"rf","xgb","gbm"
2022-09-08,11,"rf","gbm","garch"
2022-09-08,12,"gbm","rf","arima"
2022-09-08,13,"arima","gbm","garch"
2022-09-08,14,"arima","lm","garch"
2022-09-09,0,"rf","gam","svr"
2022-09-09,1,"gru","rf","gpr"
2022-09-09,2,"gam","arima","garch"
2022-09-09,3,"gam","garch","lm"
2022-09-09,4,"rf","garch","arima"
2022-09-09,5,"rf","gbm","arima"
2022-09-09,6,"gbm","rf","xgb"
2022-09-09,7,"gbm","rf","arima"
2022-09-09,8,"garch","arima","gbm"
2022-09-09,9,"garch","arima","gam"
2022-09-09,10,"xgb","rf","gbm"
2022-09-09,11,"rf","gbm","arima"
2022-09-09,12,"rf","gbm","garch"
2022-09-09,13,"gbm","arima","garch"
2022-09-09,14,"arima","garch","gbm"
2022-09-10,0,"gpr","gru","lm"
2022-09-10,1,"gru","gpr","rf"
2022-09-10,2,"gam","arima","gpr"
2022-09-10,3,"gam","garch","lm"
2022-09-10,4,"rf","garch","arima"
2022-09-10,5,"rf","arima","garch"
2022-09-10,6,"gbm","rf","gru"
2022-09-10,7,"gbm","rf","arima"
2022-09-10,8,"gbm","garch","arima"
2022-09-10,9,"garch","arima","lm"
2022-09-10,10,"xgb","rf","garch"
2022-09-10,11,"rf","garch","gbm"
2022-09-10,12,"rf","gbm","arima"
2022-09-10,13,"gbm","arima","garch"
2022-09-10,14,"gbm","rf","arima"
2022-09-11,0,"gru","gpr","lm"
2022-09-11,1,"gru","rf","gpr"
2022-09-11,2,"rf","gpr","arima"
2022-09-11,3,"gam","gpr","garch"
2022-09-11,4,"xgb","gru","gbm"
2022-09-11,5,"gbm","gru","rf"
2022-09-11,6,"gbm","svr","gpr"
2022-09-11,7,"gbm","gru","xgb"
2022-09-11,8,"gbm","rf","garch"
2022-09-11,9,"arima","garch","gpr"
2022-09-11,10,"xgb","garch","arima"
2022-09-11,11,"rf","xgb","arima"
2022-09-11,12,"rf","gbm","garch"
2022-09-11,13,"arima","gbm","garch"
