"date_analysis","proj","model1","model2","model3"
2022-09-21,3,"gbm","rf","gru"
2022-09-21,4,"gbm","gru","gpr"
2022-09-21,5,"gru","gbm","gpr"
2022-09-21,6,"gru","gbm","svr"
2022-09-21,7,"gru","gbm","svr"
2022-09-22,0,"gbm","rf","xgb"
2022-09-22,1,"gbm","rf","xgb"
2022-09-22,2,"gbm","rf","xgb"
2022-09-22,3,"gbm","rf","xgb"
2022-09-22,4,"gbm","gru","rf"
2022-09-22,5,"gru","gbm","gpr"
2022-09-22,6,"gru","gbm","gpr"
2022-09-22,7,"gru","gbm","svr"
2022-09-23,0,"gbm","rf","xgb"
2022-09-23,1,"gbm","rf","xgb"
2022-09-23,2,"gbm","rf","xgb"
2022-09-23,3,"gbm","rf","xgb"
2022-09-23,4,"gbm","rf","gru"
2022-09-23,5,"gbm","gru","gpr"
2022-09-23,6,"gru","gbm","gpr"
2022-09-23,7,"gru","gpr","svr"
2022-09-24,0,"gbm","rf","gam"
2022-09-24,1,"gbm","rf","xgb"
2022-09-24,2,"gbm","rf","xgb"
2022-09-24,3,"gbm","rf","xgb"
2022-09-24,4,"gbm","rf","gru"
2022-09-24,5,"gbm","gru","rf"
2022-09-24,6,"gru","gbm","gpr"
2022-09-24,7,"gru","gbm","gpr"
2022-09-25,0,"gam","xgb","gbm"
2022-09-25,1,"gbm","rf","xgb"
2022-09-25,2,"gbm","rf","xgb"
2022-09-25,3,"gbm","rf","xgb"
2022-09-25,4,"gbm","rf","xgb"
2022-09-25,5,"gbm","gru","rf"
2022-09-25,6,"gru","gbm","gpr"
2022-09-25,7,"gru","gbm","gpr"
2022-09-26,0,"gam","xgb","gru"
2022-09-26,1,"xgb","gbm","gam"
2022-09-26,2,"gbm","rf","xgb"
2022-09-26,3,"gbm","rf","xgb"
2022-09-26,4,"gbm","rf","xgb"
2022-09-26,5,"gbm","gru","rf"
2022-09-26,6,"gbm","gru","rf"
2022-09-26,7,"gru","gbm","gpr"
2022-09-27,0,"gam","xgb","gru"
2022-09-27,1,"xgb","gam","gbm"
2022-09-27,2,"gbm","xgb","rf"
2022-09-27,3,"gbm","rf","xgb"
2022-09-27,4,"gbm","rf","xgb"
2022-09-27,5,"gbm","rf","xgb"
2022-09-27,6,"gbm","gru","xgb"
2022-09-27,7,"gru","gbm","gpr"
2022-09-28,0,"gam","xgb","gru"
2022-09-28,1,"xgb","gam","svr"
2022-09-28,2,"xgb","gam","gbm"
2022-09-28,3,"gbm","xgb","rf"
2022-09-28,4,"gbm","rf","xgb"
2022-09-28,5,"gbm","rf","xgb"
2022-09-28,6,"gbm","rf","xgb"
2022-09-28,7,"gbm","gru","xgb"
2022-09-29,0,"gam","gru","xgb"
2022-09-29,1,"xgb","gam","svr"
2022-09-29,2,"xgb","gam","svr"
2022-09-29,3,"xgb","gbm","gam"
2022-09-29,4,"gbm","xgb","rf"
2022-09-29,5,"gbm","rf","xgb"
2022-09-29,6,"gbm","rf","xgb"
2022-09-29,7,"gbm","gru","xgb"
2022-09-30,0,"gam","xgb","gru"
2022-09-30,1,"gam","xgb","gru"
2022-09-30,2,"xgb","gam","svr"
2022-09-30,3,"xgb","gam","gbm"
2022-09-30,4,"xgb","gbm","rf"
2022-09-30,5,"gbm","rf","xgb"
2022-09-30,6,"gbm","rf","xgb"
2022-09-30,7,"gbm","xgb","rf"
2022-10-01,0,"gam","xgb","gru"
2022-10-01,1,"gam","xgb","gru"
2022-10-01,2,"xgb","gam","gru"
2022-10-01,3,"xgb","gam","gbm"
2022-10-01,4,"xgb","gbm","rf"
2022-10-01,5,"gbm","xgb","rf"
2022-10-01,6,"gbm","rf","xgb"
2022-10-01,7,"gbm","rf","xgb"
2022-10-02,0,"gam","xgb","gpr"
2022-10-02,1,"gam","xgb","svr"
2022-10-02,2,"xgb","gam","gru"
2022-10-02,3,"xgb","gam","gru"
2022-10-02,4,"xgb","gbm","rf"
2022-10-02,5,"xgb","gbm","rf"
2022-10-02,6,"gbm","xgb","rf"
2022-10-02,7,"gbm","rf","xgb"
2022-10-03,0,"xgb","gpr","gam"
2022-10-03,1,"gam","xgb","svr"
2022-10-03,2,"xgb","gam","svr"
2022-10-03,3,"xgb","gam","svr"
2022-10-03,4,"xgb","gam","gbm"
2022-10-03,5,"xgb","gbm","rf"
2022-10-03,6,"gbm","xgb","rf"
2022-10-03,7,"gbm","xgb","rf"
2022-10-04,0,"xgb","arima","garch"
2022-10-04,1,"gpr","svr","xgb"
2022-10-04,2,"xgb","gam","svr"
2022-10-04,3,"xgb","gam","svr"
2022-10-04,4,"xgb","gam","svr"
2022-10-04,5,"xgb","gbm","gam"
2022-10-04,6,"gbm","rf","xgb"
2022-10-04,7,"gbm","xgb","rf"
2022-10-05,0,"xgb","arima","gru"
2022-10-05,1,"arima","garch","gru"
2022-10-05,2,"svr","gpr","lm"
2022-10-05,3,"xgb","svr","gam"
2022-10-05,4,"xgb","gam","svr"
2022-10-05,5,"xgb","gam","rf"
2022-10-05,6,"xgb","gbm","rf"
2022-10-05,7,"gbm","rf","xgb"
2022-10-06,0,"xgb","gru","gam"
2022-10-06,1,"xgb","arima","garch"
2022-10-06,2,"arima","garch","lm"
2022-10-06,3,"svr","gpr","garch"
2022-10-06,4,"svr","lm","gpr"
2022-10-06,5,"xgb","gam","svr"
2022-10-06,6,"xgb","rf","gbm"
2022-10-06,7,"gbm","rf","xgb"
2022-10-07,0,"xgb","gru","gam"
2022-10-07,1,"xgb","gru","gam"
2022-10-07,2,"arima","garch","gru"
2022-10-07,3,"arima","garch","lm"
2022-10-07,4,"garch","gpr","lm"
2022-10-07,5,"lm","gpr","svr"
2022-10-07,6,"gam","rf","gbm"
2022-10-07,7,"rf","gbm","gam"
2022-10-08,0,"xgb","gam","gru"
2022-10-08,1,"xgb","gru","gam"
2022-10-08,2,"gru","xgb","gam"
2022-10-08,3,"arima","garch","gru"
2022-10-08,4,"arima","garch","gru"
2022-10-08,5,"gru","garch","gpr"
2022-10-08,6,"gru","gpr","lm"
2022-10-08,7,"gru","gpr","gam"
2022-10-09,0,"xgb","gam","gru"
2022-10-09,1,"xgb","gru","gam"
2022-10-09,2,"gru","xgb","gam"
2022-10-09,3,"gru","arima","garch"
2022-10-09,4,"arima","garch","gru"
2022-10-09,5,"gru","arima","garch"
2022-10-09,6,"gru","gpr","garch"
2022-10-09,7,"gru","gpr","lm"
2022-10-10,0,"xgb","gam","gru"
2022-10-10,1,"xgb","gru","gam"
2022-10-10,2,"gru","xgb","gam"
2022-10-10,3,"gru","arima","garch"
2022-10-10,4,"gru","arima","garch"
2022-10-10,5,"gru","arima","garch"
2022-10-10,6,"gru","arima","garch"
2022-10-10,7,"gru","gpr","arima"
2022-10-11,0,"xgb","gam","gru"
2022-10-11,1,"xgb","gru","gam"
2022-10-11,2,"gru","xgb","gam"
2022-10-11,3,"gru","arima","garch"
2022-10-11,4,"gru","arima","garch"
2022-10-11,5,"gru","arima","garch"
2022-10-11,6,"gru","arima","garch"
2022-10-11,7,"gru","arima","gpr"
2022-10-12,0,"gru","gam","xgb"
2022-10-12,1,"xgb","gru","gam"
2022-10-12,2,"xgb","gru","gam"
2022-10-12,3,"gru","arima","garch"
2022-10-12,4,"gru","arima","garch"
2022-10-12,5,"gru","arima","garch"
2022-10-12,6,"gru","arima","garch"
2022-10-12,7,"gru","arima","gpr"
2022-10-13,0,"gam","gru","arima"
2022-10-13,1,"gru","gam","xgb"
2022-10-13,2,"gru","xgb","gam"
2022-10-13,3,"gru","xgb","gam"
2022-10-13,4,"gru","arima","garch"
2022-10-13,5,"gru","arima","garch"
2022-10-13,6,"gru","arima","garch"
2022-10-13,7,"gru","arima","gpr"
2022-10-14,0,"gam","gbm","garch"
2022-10-14,1,"arima","lm","garch"
2022-10-14,2,"gru","gam","xgb"
2022-10-14,3,"gru","gam","xgb"
2022-10-14,4,"gru","gam","arima"
2022-10-14,5,"gru","arima","garch"
2022-10-14,6,"gru","arima","garch"
2022-10-14,7,"gru","arima","gpr"
2022-10-15,0,"gam","gbm","rf"
2022-10-15,1,"garch","gam","arima"
2022-10-15,2,"lm","arima","garch"
2022-10-15,3,"gru","gam","xgb"
2022-10-15,4,"gru","gam","xgb"
2022-10-15,5,"gru","arima","garch"
2022-10-15,6,"gru","arima","garch"
2022-10-15,7,"gru","arima","gpr"
2022-10-16,0,"gbm","rf","gam"
2022-10-16,1,"gam","gbm","arima"
2022-10-16,2,"garch","arima","gbm"
2022-10-16,3,"lm","gpr","garch"
2022-10-16,4,"gru","gam","gbm"
2022-10-16,5,"gru","gam","arima"
2022-10-16,6,"gru","arima","garch"
2022-10-16,7,"gru","arima","gpr"
2022-10-17,0,"rf","gbm","svr"
2022-10-17,1,"gbm","rf","garch"
2022-10-17,2,"arima","gbm","garch"
2022-10-17,3,"garch","arima","lm"
2022-10-17,4,"lm","gpr","garch"
2022-10-17,5,"gru","gbm","gam"
2022-10-17,6,"gru","gam","gpr"
2022-10-17,7,"gru","arima","gpr"
2022-10-18,0,"rf","gbm","xgb"
2022-10-18,1,"gbm","rf","garch"
2022-10-18,2,"garch","gbm","arima"
2022-10-18,3,"arima","garch","gbm"
2022-10-18,4,"garch","arima","lm"
2022-10-18,5,"lm","gpr","garch"
2022-10-18,6,"gbm","gru","xgb"
2022-10-18,7,"gru","gpr","garch"
2022-10-19,0,"gbm","rf","xgb"
2022-10-19,1,"rf","gbm","xgb"
2022-10-19,2,"gbm","garch","rf"
2022-10-19,3,"garch","arima","gbm"
2022-10-19,4,"arima","garch","lm"
2022-10-19,5,"garch","arima","lm"
2022-10-19,6,"gpr","lm","garch"
2022-10-19,7,"gbm","xgb","arima"
2022-10-20,0,"gbm","rf","xgb"
2022-10-20,1,"gbm","rf","xgb"
2022-10-20,2,"rf","gbm","xgb"
2022-10-20,3,"garch","arima","svr"
2022-10-20,4,"garch","arima","lm"
2022-10-20,5,"garch","arima","lm"
2022-10-20,6,"garch","arima","lm"
2022-10-20,7,"gpr","lm","gbm"
2022-10-21,0,"rf","gbm","svr"
2022-10-21,1,"gbm","rf","xgb"
2022-10-21,2,"gbm","rf","xgb"
2022-10-21,3,"rf","gbm","garch"
2022-10-21,4,"garch","arima","svr"
2022-10-21,5,"garch","arima","lm"
2022-10-21,6,"garch","arima","lm"
2022-10-21,7,"garch","arima","lm"
2022-10-22,0,"rf","gbm","xgb"
2022-10-22,1,"rf","gbm","svr"
2022-10-22,2,"gbm","rf","xgb"
2022-10-22,3,"rf","gbm","xgb"
2022-10-22,4,"garch","arima","svr"
2022-10-22,5,"garch","arima","svr"
2022-10-22,6,"garch","arima","lm"
2022-10-22,7,"garch","arima","lm"
2022-10-23,0,"rf","gbm","xgb"
2022-10-23,1,"rf","gbm","garch"
2022-10-23,2,"rf","svr","gbm"
2022-10-23,3,"rf","gbm","garch"
2022-10-23,4,"garch","rf","arima"
2022-10-23,5,"garch","arima","svr"
2022-10-23,6,"svr","garch","lm"
2022-10-23,7,"svr","lm","arima"
2022-10-24,0,"rf","gbm","gam"
2022-10-24,1,"rf","gbm","garch"
2022-10-24,2,"rf","gbm","garch"
2022-10-24,3,"arima","svr","garch"
2022-10-24,4,"garch","arima","rf"
2022-10-24,5,"garch","svr","arima"
2022-10-24,6,"svr","lm","garch"
2022-10-24,7,"svr","xgb","lm"
2022-10-25,0,"rf","gbm","gam"
2022-10-25,1,"rf","gbm","gam"
2022-10-25,2,"rf","gbm","garch"
2022-10-25,3,"garch","arima","rf"
2022-10-25,4,"arima","garch","lm"
2022-10-25,5,"garch","arima","gpr"
2022-10-25,6,"lm","svr","gpr"
2022-10-25,7,"svr","lm","gpr"
2022-10-26,0,"gbm","rf","gam"
2022-10-26,1,"rf","gbm","arima"
2022-10-26,2,"rf","gbm","arima"
2022-10-26,3,"garch","arima","rf"
2022-10-26,4,"garch","arima","gpr"
2022-10-26,5,"gpr","lm","garch"
2022-10-26,6,"gpr","lm","svr"
2022-10-26,7,"gpr","svr","lm"
2022-10-27,0,"gbm","rf","arima"
2022-10-27,1,"gbm","rf","arima"
2022-10-27,2,"rf","gbm","arima"
2022-10-27,3,"arima","garch","rf"
2022-10-27,4,"garch","arima","gpr"
2022-10-27,5,"gpr","lm","garch"
2022-10-27,6,"gpr","lm","svr"
2022-10-27,7,"gpr","lm","svr"
2022-10-28,0,"xgb","gbm","gam"
2022-10-28,1,"gbm","arima","garch"
2022-10-28,2,"gbm","rf","arima"
2022-10-28,3,"arima","garch","rf"
2022-10-28,4,"arima","garch","gpr"
2022-10-28,5,"gpr","garch","lm"
2022-10-28,6,"gpr","lm","svr"
2022-10-28,7,"gpr","lm","svr"
2022-10-29,0,"xgb","gbm","svr"
2022-10-29,1,"xgb","gbm","gam"
2022-10-29,2,"arima","gpr","garch"
2022-10-29,3,"arima","garch","gpr"
2022-10-29,4,"arima","garch","gpr"
2022-10-29,5,"arima","garch","gpr"
2022-10-29,6,"gpr","lm","garch"
2022-10-29,7,"gpr","lm","svr"
2022-10-30,0,"xgb","gam","svr"
2022-10-30,1,"xgb","svr","gbm"
2022-10-30,2,"xgb","gbm","gam"
2022-10-30,3,"gpr","arima","svr"
2022-10-30,4,"arima","garch","gpr"
2022-10-30,5,"arima","garch","gpr"
2022-10-30,6,"garch","arima","lm"
2022-10-30,7,"lm","gpr","svr"
2022-10-31,0,"xgb","gam","svr"
2022-10-31,1,"xgb","gam","svr"
2022-10-31,2,"xgb","svr","gam"
2022-10-31,3,"xgb","gam","svr"
2022-10-31,4,"svr","garch","arima"
2022-10-31,5,"garch","arima","svr"
2022-10-31,6,"garch","arima","lm"
2022-10-31,7,"garch","arima","lm"
2022-11-01,0,"xgb","gam","svr"
2022-11-01,1,"xgb","gam","svr"
2022-11-01,2,"xgb","gam","svr"
2022-11-01,3,"xgb","svr","gam"
2022-11-01,4,"xgb","gam","svr"
2022-11-01,5,"svr","garch","arima"
2022-11-01,6,"garch","arima","gam"
2022-11-01,7,"garch","arima","lm"
2022-11-02,0,"xgb","gam","svr"
2022-11-02,1,"xgb","gam","svr"
2022-11-02,2,"xgb","gam","svr"
2022-11-02,3,"xgb","gam","svr"
2022-11-02,4,"xgb","svr","gam"
2022-11-02,5,"xgb","gam","garch"
2022-11-02,6,"garch","arima","svr"
2022-11-02,7,"garch","arima","gam"
2022-11-03,0,"xgb","gam","svr"
2022-11-03,1,"xgb","gam","svr"
2022-11-03,2,"xgb","gam","svr"
2022-11-03,3,"xgb","gam","svr"
2022-11-03,4,"xgb","gam","svr"
2022-11-03,5,"xgb","gam","svr"
2022-11-03,6,"garch","gam","xgb"
2022-11-03,7,"garch","arima","gam"
2022-11-04,0,"xgb","gam","svr"
2022-11-04,1,"xgb","gam","svr"
2022-11-04,2,"xgb","gam","svr"
2022-11-04,3,"xgb","gam","svr"
2022-11-04,4,"xgb","gam","svr"
2022-11-04,5,"xgb","gam","svr"
2022-11-04,6,"xgb","gam","garch"
2022-11-04,7,"garch","arima","gam"
2022-11-05,0,"xgb","gam","svr"
2022-11-05,1,"xgb","gam","svr"
2022-11-05,2,"xgb","gam","svr"
2022-11-05,3,"xgb","gam","svr"
2022-11-05,4,"xgb","gam","svr"
2022-11-05,5,"xgb","gam","svr"
2022-11-05,6,"xgb","gam","garch"
2022-11-05,7,"garch","arima","gam"
2022-11-06,0,"xgb","gam","svr"
2022-11-06,1,"xgb","svr","gam"
2022-11-06,2,"xgb","gam","svr"
2022-11-06,3,"xgb","gam","svr"
2022-11-06,4,"xgb","gam","svr"
2022-11-06,5,"xgb","gam","svr"
2022-11-06,6,"xgb","gam","garch"
2022-11-06,7,"gam","xgb","garch"
2022-11-07,0,"xgb","gam","gbm"
2022-11-07,1,"xgb","gam","svr"
2022-11-07,2,"svr","xgb","gam"
2022-11-07,3,"xgb","gam","svr"
2022-11-07,4,"xgb","gam","svr"
2022-11-07,5,"xgb","gam","svr"
2022-11-07,6,"xgb","gam","garch"
2022-11-07,7,"xgb","gam","garch"
2022-11-08,0,"xgb","gam","gbm"
2022-11-08,1,"xgb","gam","gbm"
2022-11-08,2,"xgb","gam","svr"
2022-11-08,3,"svr","xgb","lm"
2022-11-08,4,"xgb","gam","svr"
2022-11-08,5,"xgb","gam","svr"
2022-11-08,6,"xgb","gam","garch"
2022-11-08,7,"xgb","gam","garch"
2022-11-09,0,"xgb","rf","gbm"
2022-11-09,1,"xgb","gam","gbm"
2022-11-09,2,"xgb","gam","gbm"
2022-11-09,3,"xgb","gam","svr"
2022-11-09,4,"svr","lm","gpr"
2022-11-09,5,"xgb","gam","svr"
2022-11-09,6,"xgb","gam","gbm"
2022-11-09,7,"xgb","garch","gam"
2022-11-10,0,"rf","gbm","xgb"
2022-11-10,1,"rf","gbm","xgb"
2022-11-10,2,"rf","xgb","gbm"
2022-11-10,3,"xgb","rf","gbm"
2022-11-10,4,"xgb","garch","arima"
2022-11-10,5,"svr","lm","gpr"
2022-11-10,6,"xgb","gam","gbm"
2022-11-10,7,"xgb","gbm","gam"
2022-11-11,0,"rf","gbm","gam"
2022-11-11,1,"rf","gbm","xgb"
2022-11-11,2,"rf","gbm","garch"
2022-11-11,3,"rf","gbm","garch"
2022-11-11,4,"rf","garch","arima"
2022-11-11,5,"garch","arima","gpr"
2022-11-11,6,"gpr","svr","lm"
2022-11-11,7,"rf","gbm","xgb"
2022-11-12,0,"gbm","rf","gam"
2022-11-12,1,"rf","gbm","gru"
2022-11-12,2,"rf","gbm","gru"
2022-11-12,3,"rf","gbm","garch"
2022-11-12,4,"rf","garch","gru"
2022-11-12,5,"rf","gru","arima"
2022-11-12,6,"gru","rf","garch"
2022-11-12,7,"gpr","svr","lm"
2022-11-13,0,"gbm","garch","rf"
2022-11-13,1,"rf","gbm","gam"
2022-11-13,2,"rf","gbm","gru"
2022-11-13,3,"rf","gru","gbm"
2022-11-13,4,"rf","gru","garch"
2022-11-13,5,"rf","gru","gpr"
2022-11-13,6,"rf","gru","arima"
2022-11-13,7,"rf","gru","arima"
2022-11-14,0,"garch","gbm","gru"
2022-11-14,1,"gbm","garch","rf"
2022-11-14,2,"rf","gbm","gru"
2022-11-14,3,"rf","gru","gbm"
2022-11-14,4,"rf","gru","gbm"
2022-11-14,5,"rf","gru","gpr"
2022-11-14,6,"rf","gru","gpr"
2022-11-14,7,"rf","gru","svr"
2022-11-15,0,"garch","gbm","arima"
2022-11-15,1,"gbm","garch","gru"
2022-11-15,2,"gru","gbm","rf"
2022-11-15,3,"rf","gru","gbm"
2022-11-15,4,"rf","gru","gbm"
2022-11-15,5,"rf","gru","gbm"
2022-11-15,6,"rf","gru","gpr"
2022-11-15,7,"rf","gru","svr"
2022-11-16,0,"garch","gbm","arima"
2022-11-16,1,"garch","gbm","gru"
2022-11-16,2,"gbm","gru","rf"
2022-11-16,3,"gru","rf","gbm"
2022-11-16,4,"rf","gru","gbm"
2022-11-16,5,"rf","gru","gbm"
2022-11-16,6,"rf","gru","gbm"
2022-11-16,7,"rf","gru","svr"
2022-11-17,0,"garch","gru","gbm"
2022-11-17,1,"garch","gbm","arima"
2022-11-17,2,"gbm","gru","garch"
2022-11-17,3,"gru","gbm","rf"
2022-11-17,4,"gru","rf","gbm"
2022-11-17,5,"rf","gru","gbm"
2022-11-17,6,"rf","gru","gbm"
2022-11-17,7,"rf","gru","gbm"
2022-11-18,0,"garch","gru","arima"
2022-11-18,1,"garch","gbm","gru"
2022-11-18,2,"gbm","garch","gru"
2022-11-18,3,"gbm","gru","rf"
2022-11-18,4,"gru","gbm","rf"
2022-11-18,5,"rf","gru","gbm"
2022-11-18,6,"rf","gru","gbm"
2022-11-18,7,"rf","gru","gbm"
2022-11-19,0,"gru","garch","arima"
2022-11-19,1,"garch","gbm","gru"
2022-11-19,2,"gbm","garch","gru"
2022-11-19,3,"gbm","gru","rf"
2022-11-19,4,"gbm","gru","rf"
2022-11-19,5,"rf","gbm","gru"
2022-11-19,6,"rf","gru","gbm"
2022-11-19,7,"rf","gru","gbm"
2022-11-20,0,"gru","garch","gbm"
2022-11-20,1,"garch","gbm","gru"
2022-11-20,2,"gbm","garch","gru"
2022-11-20,3,"gbm","gru","garch"
2022-11-20,4,"gbm","gru","rf"
2022-11-20,5,"gbm","rf","gru"
2022-11-20,6,"rf","gbm","gru"
2022-11-20,7,"rf","gru","gbm"
2022-11-21,0,"gru","garch","arima"
2022-11-21,1,"gru","garch","gbm"
2022-11-21,2,"gbm","garch","gru"
2022-11-21,3,"gbm","gru","garch"
2022-11-21,4,"gbm","gru","rf"
2022-11-21,5,"gbm","gru","rf"
2022-11-21,6,"rf","gbm","gru"
2022-11-21,7,"rf","gbm","gru"
2022-11-22,0,"gru","xgb","arima"
2022-11-22,1,"gru","garch","arima"
2022-11-22,2,"garch","gru","arima"
2022-11-22,3,"gbm","gru","garch"
2022-11-22,4,"gbm","gru","garch"
2022-11-22,5,"gbm","rf","gru"
2022-11-22,6,"gbm","rf","gru"
2022-11-22,7,"rf","gbm","gru"
2022-11-23,0,"gru","gam","xgb"
2022-11-23,1,"gru","arima","garch"
2022-11-23,2,"garch","arima","gru"
2022-11-23,3,"gru","garch","arima"
2022-11-23,4,"gbm","gru","garch"
2022-11-23,5,"gbm","gru","rf"
2022-11-23,6,"gbm","rf","gru"
2022-11-23,7,"rf","gbm","gru"
2022-11-24,0,"arima","garch","gru"
2022-11-24,1,"gru","gam","xgb"
2022-11-24,2,"arima","garch","gru"
2022-11-24,3,"arima","garch","gru"
2022-11-24,4,"gru","garch","gbm"
2022-11-24,5,"gru","gbm","rf"
2022-11-24,6,"gbm","gru","rf"
2022-11-24,7,"rf","gbm","gru"
2022-11-25,0,"gbm","arima","gru"
2022-11-25,1,"arima","garch","gpr"
2022-11-25,2,"gru","arima","garch"
2022-11-25,3,"arima","garch","gru"
2022-11-25,4,"arima","garch","gru"
2022-11-25,5,"gru","gbm","arima"
2022-11-25,6,"gru","gbm","rf"
2022-11-25,7,"gru","rf","gbm"
2022-11-26,0,"gbm","arima","xgb"
2022-11-26,1,"arima","garch","gbm"
2022-11-26,2,"arima","garch","gpr"
2022-11-26,3,"arima","gru","garch"
2022-11-26,4,"arima","garch","gru"
2022-11-26,5,"arima","garch","gru"
2022-11-26,6,"gru","gpr","rf"
2022-11-26,7,"gru","rf","gbm"
2022-11-27,0,"gbm","arima","garch"
2022-11-27,1,"arima","garch","gbm"
2022-11-27,2,"arima","garch","gpr"
2022-11-27,3,"arima","garch","gpr"
2022-11-27,4,"arima","garch","gru"
2022-11-27,5,"garch","arima","gru"
2022-11-27,6,"gru","arima","garch"
2022-11-27,7,"gru","gpr","rf"
2022-11-28,0,"arima","gbm","garch"
2022-11-28,1,"arima","garch","gru"
2022-11-28,2,"arima","garch","lm"
2022-11-28,3,"arima","garch","lm"
2022-11-28,4,"arima","garch","gpr"
2022-11-28,5,"arima","garch","gru"
2022-11-28,6,"garch","gru","arima"
2022-11-28,7,"gru","gpr","svr"
2022-11-29,0,"gru","arima","garch"
2022-11-29,1,"arima","garch","gru"
2022-11-29,2,"arima","garch","gru"
2022-11-29,3,"arima","garch","lm"
2022-11-29,4,"arima","garch","gpr"
2022-11-29,5,"arima","garch","gpr"
2022-11-29,6,"arima","gru","garch"
2022-11-29,7,"gru","gpr","svr"
2022-11-30,0,"arima","gru","garch"
2022-11-30,1,"arima","garch","gru"
2022-11-30,2,"arima","garch","gru"
2022-11-30,3,"arima","garch","gru"
2022-11-30,4,"arima","garch","gpr"
2022-11-30,5,"arima","gru","garch"
2022-11-30,6,"gru","arima","gpr"
2022-11-30,7,"gru","arima","gpr"
2022-12-01,0,"gam","gru","gbm"
2022-12-01,1,"arima","garch","gru"
2022-12-01,2,"arima","garch","gru"
2022-12-01,3,"arima","garch","gru"
2022-12-01,4,"garch","arima","gru"
2022-12-01,5,"gru","gpr","arima"
2022-12-01,6,"gru","gpr","arima"
2022-12-01,7,"gru","arima","gpr"
2022-12-02,0,"gam","gru","arima"
2022-12-02,1,"gru","gam","arima"
2022-12-02,2,"arima","garch","gru"
2022-12-02,3,"arima","garch","gru"
2022-12-02,4,"garch","arima","gru"
2022-12-02,5,"gru","gpr","garch"
2022-12-02,6,"gru","gpr","svr"
2022-12-02,7,"gru","gpr","svr"
2022-12-03,0,"gru","gam","garch"
2022-12-03,1,"gru","gam","arima"
2022-12-03,2,"gru","gam","arima"
2022-12-03,3,"arima","garch","gru"
2022-12-03,4,"arima","garch","gru"
2022-12-03,5,"gru","gpr","garch"
2022-12-03,6,"gru","gpr","svr"
2022-12-03,7,"gru","svr","gpr"
2022-12-04,0,"garch","arima","gru"
2022-12-04,1,"gru","garch","gam"
2022-12-04,2,"gru","arima","garch"
2022-12-04,3,"gru","arima","garch"
2022-12-04,4,"arima","garch","gru"
2022-12-04,5,"gru","gpr","garch"
2022-12-04,6,"gru","svr","gpr"
2022-12-04,7,"gru","svr","gpr"
2022-12-05,0,"gru","gam","garch"
2022-12-05,1,"gru","garch","arima"
2022-12-05,2,"gru","garch","arima"
2022-12-05,3,"gru","arima","gbm"
2022-12-05,4,"gru","rf","gbm"
2022-12-05,5,"gru","garch","arima"
2022-12-05,6,"gru","svr","gpr"
2022-12-05,7,"gru","xgb","svr"
2022-12-06,0,"gru","garch","gam"
2022-12-06,1,"gru","gam","garch"
2022-12-06,2,"gru","garch","arima"
2022-12-06,3,"gru","gbm","garch"
2022-12-06,4,"gru","gbm","rf"
2022-12-06,5,"gru","rf","gbm"
2022-12-06,6,"gru","rf","xgb"
2022-12-06,7,"xgb","gru","rf"
2022-12-07,0,"gru","gam","arima"
2022-12-07,1,"gru","garch","arima"
2022-12-07,2,"gru","garch","gam"
2022-12-07,3,"gru","gbm","garch"
2022-12-07,4,"gru","gbm","xgb"
2022-12-07,5,"rf","gbm","gru"
2022-12-07,6,"rf","xgb","gru"
2022-12-07,7,"xgb","rf","gru"
2022-12-08,0,"gru","gam","arima"
2022-12-08,1,"gru","gam","xgb"
2022-12-08,2,"gru","xgb","garch"
2022-12-08,3,"gru","gbm","xgb"
2022-12-08,4,"gru","gbm","xgb"
2022-12-08,5,"gru","gbm","xgb"
2022-12-08,6,"rf","gbm","xgb"
2022-12-08,7,"xgb","rf","gbm"
2022-12-09,0,"gru","gam","arima"
2022-12-09,1,"gru","gam","xgb"
2022-12-09,2,"gru","xgb","gam"
2022-12-09,3,"gru","gbm","xgb"
2022-12-09,4,"gru","gbm","xgb"
2022-12-09,5,"gru","gbm","xgb"
2022-12-09,6,"xgb","gbm","rf"
2022-12-09,7,"xgb","rf","gbm"
2022-12-10,0,"gru","gam","arima"
2022-12-10,1,"gru","gam","xgb"
2022-12-10,2,"gru","xgb","gam"
2022-12-10,3,"gru","xgb","gbm"
2022-12-10,4,"gru","gbm","xgb"
2022-12-10,5,"gru","gbm","xgb"
2022-12-10,6,"xgb","gru","gbm"
2022-12-10,7,"xgb","rf","gbm"
2022-12-11,0,"gru","gam","xgb"
2022-12-11,1,"gru","gam","xgb"
2022-12-11,2,"gru","xgb","gam"
2022-12-11,3,"gru","gbm","xgb"
2022-12-11,4,"gru","gbm","xgb"
2022-12-11,5,"gbm","gru","xgb"
2022-12-11,6,"gbm","xgb","gru"
2022-12-11,7,"xgb","gbm","rf"
2022-12-12,0,"gru","gam","xgb"
2022-12-12,1,"gru","gam","xgb"
2022-12-12,2,"gru","xgb","gam"
2022-12-12,3,"gru","gbm","xgb"
2022-12-12,4,"gru","gbm","xgb"
2022-12-12,5,"gbm","gru","xgb"
2022-12-12,6,"gbm","xgb","rf"
2022-12-12,7,"xgb","gbm","rf"
2022-12-13,0,"gru","gam","xgb"
2022-12-13,1,"gru","gam","xgb"
2022-12-13,2,"gru","xgb","gam"
2022-12-13,3,"gru","gbm","rf"
2022-12-13,4,"gru","gbm","xgb"
