"mytestdate","proj","var","coef","modelname"
2022-07-22,10,"ct_sm_7_lag7",-0.11581935243637,"lasso"
2022-07-22,11,"(Intercept)",1.02041634707638,"lasso"
2022-07-22,11,"scaled_case_lag1",0.710501347033684,"lasso"
2022-07-22,11,"scaled_case_lag2",0.052791718543913,"lasso"
2022-07-22,11,"scaled_case_lag3",0.0731127907786369,"lasso"
2022-07-22,11,"ct_sm_7_lag6",-0.124873771764829,"lasso"
2022-07-22,12,"(Intercept)",1.0230903935368,"lasso"
2022-07-22,12,"scaled_case_lag1",0.710353957465139,"lasso"
2022-07-22,12,"scaled_case_lag2",0.0526965775039661,"lasso"
2022-07-22,12,"scaled_case_lag3",0.0726426407488905,"lasso"
2022-07-22,12,"ct_sm_7_lag5",-0.124773019032322,"lasso"
2022-07-22,12,"ct_sm_7_lag7",-0.000369740702884654,"lasso"
2022-07-22,13,"(Intercept)",1.08360057859936,"lasso"
2022-07-22,13,"scaled_case_lag1",0.70732448672356,"lasso"
2022-07-22,13,"scaled_case_lag2",0.0389846135519807,"lasso"
2022-07-22,13,"scaled_case_lag3",0.0796644715968481,"lasso"
2022-07-22,13,"ct_sm_7_lag4",-0.0865378367281734,"lasso"
2022-07-22,13,"ct_sm_7_lag6",-0.00244980887860922,"lasso"
2022-07-22,13,"ct_sm_7_lag7",-0.0504937174024121,"lasso"
2022-07-22,14,"(Intercept)",1.09120255973963,"lasso"
2022-07-22,14,"scaled_case_lag1",0.706648802007061,"lasso"
2022-07-22,14,"scaled_case_lag2",0.0378313901017197,"lasso"
2022-07-22,14,"scaled_case_lag3",0.0799670435584815,"lasso"
2022-07-22,14,"ct_sm_7_lag3",-0.0845664390684354,"lasso"
2022-07-22,14,"ct_sm_7_lag5",-0.00529707725716588,"lasso"
2022-07-22,14,"ct_sm_7_lag6",-0.0505251838679259,"lasso"
2022-07-23,0,"(Intercept)",0.631893741922366,"lasso"
2022-07-23,0,"scaled_case_lag1",0.800337560986854,"lasso"
2022-07-23,0,"scaled_case_lag2",0.0748529109303836,"lasso"
2022-07-23,0,"scaled_case_lag3",0.0275235273032451,"lasso"
2022-07-23,0,"ct_sm_7_lag6",-0.0516052199487436,"lasso"
2022-07-23,1,"(Intercept)",0.630829882238361,"lasso"
2022-07-23,1,"scaled_case_lag1",0.802239969165294,"lasso"
2022-07-23,1,"scaled_case_lag2",0.0731002888396752,"lasso"
2022-07-23,1,"scaled_case_lag3",0.0275428040323792,"lasso"
2022-07-23,1,"ct_sm_7_lag5",-0.0524202780916169,"lasso"
2022-07-23,2,"(Intercept)",0.515845591121887,"lasso"
2022-07-23,2,"scaled_case_lag1",0.787529985606664,"lasso"
2022-07-23,2,"scaled_case_lag2",0.07417618544551,"lasso"
2022-07-23,2,"scaled_case_lag3",0.058412841561693,"lasso"
2022-07-23,2,"ct_sm_7_lag1",-0.0708724022362363,"lasso"
2022-07-23,2,"ct_sm_7_lag4",-0.00521664048287914,"lasso"
2022-07-23,2,"ct_sm_7_lag7",-7.77281334851371e-06,"lasso"
2022-07-23,2,"temperature_lag2",-0.000118404282500026,"lasso"
2022-07-23,2,"temperature_lag4",-0.000155936302816283,"lasso"
2022-07-23,3,"(Intercept)",0.659170844699651,"lasso"
2022-07-23,3,"scaled_case_lag1",0.796007272388369,"lasso"
2022-07-23,3,"scaled_case_lag2",0.0685651692096312,"lasso"
2022-07-23,3,"scaled_case_lag3",0.0332602542233341,"lasso"
2022-07-23,3,"ct_sm_7_lag3",-0.0181686841120825,"lasso"
2022-07-23,3,"ct_sm_7_lag6",-0.0169099678941926,"lasso"
2022-07-23,3,"ct_sm_7_lag7",-0.0223453810189097,"lasso"
2022-07-23,4,"(Intercept)",0.679718899144047,"lasso"
2022-07-23,4,"scaled_case_lag1",0.80259743961384,"lasso"
2022-07-23,4,"scaled_case_lag2",0.0633016724170009,"lasso"
2022-07-23,4,"scaled_case_lag3",0.0284549226764209,"lasso"
2022-07-23,4,"ct_sm_7_lag7",-0.0609180712045464,"lasso"
2022-07-23,5,"(Intercept)",0.719458684169933,"lasso"
2022-07-23,5,"scaled_case_lag1",0.782376609085646,"lasso"
2022-07-23,5,"scaled_case_lag2",0.0738421317237719,"lasso"
2022-07-23,5,"scaled_case_lag3",0.0301701238091431,"lasso"
2022-07-23,5,"ct_sm_7_lag7",-0.0613283638193967,"lasso"
2022-07-23,6,"(Intercept)",0.721648630605353,"lasso"
2022-07-23,6,"scaled_case_lag1",0.778601963140753,"lasso"
2022-07-23,6,"scaled_case_lag2",0.0752831578278406,"lasso"
2022-07-23,6,"scaled_case_lag3",0.0318819367862495,"lasso"
2022-07-23,6,"ct_sm_7_lag6",-0.0612477288822161,"lasso"
2022-07-23,7,"(Intercept)",0.780455463444758,"lasso"
2022-07-23,7,"scaled_case_lag1",0.766211863907484,"lasso"
2022-07-23,7,"scaled_case_lag2",0.0538666005568492,"lasso"
2022-07-23,7,"scaled_case_lag3",0.0561538486403804,"lasso"
2022-07-23,7,"ct_sm_7_lag7",-0.0754911950573346,"lasso"
2022-07-23,8,"(Intercept)",0.789707446430506,"lasso"
2022-07-23,8,"scaled_case_lag1",0.764857898868693,"lasso"
2022-07-23,8,"scaled_case_lag2",0.0552044809585061,"lasso"
2022-07-23,8,"scaled_case_lag3",0.0543766327468251,"lasso"
2022-07-23,8,"ct_sm_7_lag6",-0.0763786248882742,"lasso"
2022-07-23,8,"ct_sm_7_lag7",-0.000312075109018834,"lasso"
2022-07-23,9,"(Intercept)",0.847951280276634,"lasso"
2022-07-23,9,"scaled_case_lag1",0.752842328715381,"lasso"
2022-07-23,9,"scaled_case_lag2",0.0498655877795545,"lasso"
2022-07-23,9,"scaled_case_lag3",0.0617051837273919,"lasso"
2022-07-23,9,"ct_sm_7_lag5",-0.0850278578625052,"lasso"
2022-07-23,9,"ct_sm_7_lag6",-0.000343698514556586,"lasso"
2022-07-23,10,"(Intercept)",0.969574188179596,"lasso"
2022-07-23,10,"scaled_case_lag1",0.727300486508052,"lasso"
2022-07-23,10,"scaled_case_lag2",0.0600284939267146,"lasso"
2022-07-23,10,"scaled_case_lag3",0.0577808478244136,"lasso"
2022-07-23,10,"ct_sm_7_lag7",-0.114207704212264,"lasso"
2022-07-23,11,"(Intercept)",1.01791504289095,"lasso"
2022-07-23,11,"scaled_case_lag1",0.71121495505133,"lasso"
2022-07-23,11,"scaled_case_lag2",0.0530476011215631,"lasso"
2022-07-23,11,"scaled_case_lag3",0.0727014356405017,"lasso"
2022-07-23,11,"ct_sm_7_lag6",-0.123297648999756,"lasso"
2022-07-23,12,"(Intercept)",1.02051141145931,"lasso"
2022-07-23,12,"scaled_case_lag1",0.711077013674596,"lasso"
2022-07-23,12,"scaled_case_lag2",0.052962878724895,"lasso"
2022-07-23,12,"scaled_case_lag3",0.0722279476648562,"lasso"
2022-07-23,12,"ct_sm_7_lag5",-0.123190638855394,"lasso"
2022-07-23,12,"ct_sm_7_lag7",-0.000396133421174842,"lasso"
2022-07-23,13,"(Intercept)",1.08174497196645,"lasso"
2022-07-23,13,"scaled_case_lag1",0.707800241414416,"lasso"
2022-07-23,13,"scaled_case_lag2",0.0392521547970299,"lasso"
2022-07-23,13,"scaled_case_lag3",0.0793994247504218,"lasso"
2022-07-23,13,"ct_sm_7_lag4",-0.0841963265810874,"lasso"
2022-07-23,13,"ct_sm_7_lag6",-0.00440929227704855,"lasso"
2022-07-23,13,"ct_sm_7_lag7",-0.0494733203258735,"lasso"
2022-07-23,14,"(Intercept)",1.08937663271454,"lasso"
2022-07-23,14,"scaled_case_lag1",0.707027241108332,"lasso"
2022-07-23,14,"scaled_case_lag2",0.0381966918132111,"lasso"
2022-07-23,14,"scaled_case_lag3",0.0797016074037859,"lasso"
2022-07-23,14,"ct_sm_7_lag3",-0.0823191647280801,"lasso"
2022-07-23,14,"ct_sm_7_lag5",-0.00719700455413792,"lasso"
2022-07-23,14,"ct_sm_7_lag6",-0.0494868061581294,"lasso"
2022-07-24,0,"(Intercept)",0.508173150167042,"lasso"
2022-07-24,0,"scaled_case_lag1",0.771865036275809,"lasso"
2022-07-24,0,"scaled_case_lag2",0.0874692048991037,"lasso"
2022-07-24,0,"scaled_case_lag3",0.0622340000049253,"lasso"
2022-07-24,0,"ct_sm_7_lag1",-0.0747893491891123,"lasso"
2022-07-24,0,"temperature_lag4",-0.00219928938534221,"lasso"
2022-07-24,0,"nitrogen_oxides_lag1",0.0121760513366858,"lasso"
2022-07-24,1,"(Intercept)",0.628373270062965,"lasso"
2022-07-24,1,"scaled_case_lag1",0.803008523351721,"lasso"
2022-07-24,1,"scaled_case_lag2",0.0732115526767521,"lasso"
2022-07-24,1,"scaled_case_lag3",0.0270114617389198,"lasso"
2022-07-24,1,"ct_sm_7_lag5",-0.0506146820317924,"lasso"
2022-07-24,2,"(Intercept)",0.636729536665616,"lasso"
2022-07-24,2,"scaled_case_lag1",0.802242967609249,"lasso"
2022-07-24,2,"scaled_case_lag2",0.0670390977569686,"lasso"
2022-07-24,2,"scaled_case_lag3",0.0321831536249886,"lasso"
2022-07-24,2,"ct_sm_7_lag4",-0.0412568991843837,"lasso"
2022-07-24,2,"ct_sm_7_lag7",-0.00980383235960711,"lasso"
2022-07-24,3,"(Intercept)",0.539155276007433,"lasso"
2022-07-24,3,"scaled_case_lag1",0.796752087900701,"lasso"
2022-07-24,3,"scaled_case_lag2",0.0738656657410383,"lasso"
2022-07-24,3,"scaled_case_lag3",0.0457404339279237,"lasso"
2022-07-24,3,"ct_sm_7_lag3",-0.0774772033297203,"lasso"
2022-07-24,4,"(Intercept)",0.67530437107159,"lasso"
2022-07-24,4,"scaled_case_lag1",0.803111063997951,"lasso"
2022-07-24,4,"scaled_case_lag2",0.0635829628851144,"lasso"
2022-07-24,4,"scaled_case_lag3",0.0283080016398906,"lasso"
2022-07-24,4,"ct_sm_7_lag7",-0.0585209237730935,"lasso"
2022-07-24,5,"(Intercept)",0.715125851972061,"lasso"
2022-07-24,5,"scaled_case_lag1",0.783106837334154,"lasso"
2022-07-24,5,"scaled_case_lag2",0.0740267333277088,"lasso"
2022-07-24,5,"scaled_case_lag3",0.0299107858223244,"lasso"
2022-07-24,5,"ct_sm_7_lag7",-0.0590164244440216,"lasso"
2022-07-24,6,"(Intercept)",0.633065632838871,"lasso"
2022-07-24,6,"scaled_case_lag1",0.775160776265163,"lasso"
2022-07-24,6,"scaled_case_lag2",0.080636940966601,"lasso"
2022-07-24,6,"scaled_case_lag3",0.0438906095275831,"lasso"
2022-07-24,6,"ct_sm_7_lag6",-0.0863505981172817,"lasso"
2022-07-24,7,"(Intercept)",0.773993125248216,"lasso"
2022-07-24,7,"scaled_case_lag1",0.767092123705753,"lasso"
2022-07-24,7,"scaled_case_lag2",0.0541962317369019,"lasso"
2022-07-24,7,"scaled_case_lag3",0.0559264122348034,"lasso"
2022-07-24,7,"ct_sm_7_lag7",-0.0724714495169946,"lasso"
2022-07-24,8,"(Intercept)",0.783349819277798,"lasso"
2022-07-24,8,"scaled_case_lag1",0.765727071660363,"lasso"
2022-07-24,8,"scaled_case_lag2",0.0555336604419641,"lasso"
2022-07-24,8,"scaled_case_lag3",0.0541466801934805,"lasso"
2022-07-24,8,"ct_sm_7_lag6",-0.0733906562905375,"lasso"
2022-07-24,8,"ct_sm_7_lag7",-0.000203195502508318,"lasso"
2022-07-24,9,"(Intercept)",0.841919211944909,"lasso"
2022-07-24,9,"scaled_case_lag1",0.753674030832456,"lasso"
2022-07-24,9,"scaled_case_lag2",0.0502003097232047,"lasso"
2022-07-24,9,"scaled_case_lag3",0.0614722650066958,"lasso"
2022-07-24,9,"ct_sm_7_lag5",-0.0821315615957006,"lasso"
2022-07-24,9,"ct_sm_7_lag6",-0.000235428958863251,"lasso"
2022-07-24,10,"(Intercept)",0.959141901617925,"lasso"
2022-07-24,10,"scaled_case_lag1",0.72851727444733,"lasso"
2022-07-24,10,"scaled_case_lag2",0.0604861820518807,"lasso"
2022-07-24,10,"scaled_case_lag3",0.057717130555171,"lasso"
2022-07-24,10,"ct_sm_7_lag7",-0.109918273051041,"lasso"
2022-07-24,11,"(Intercept)",1.00734762033232,"lasso"
2022-07-24,11,"scaled_case_lag1",0.712450818781292,"lasso"
2022-07-24,11,"scaled_case_lag2",0.0535878377580241,"lasso"
2022-07-24,11,"scaled_case_lag3",0.0725683095501448,"lasso"
2022-07-24,11,"ct_sm_7_lag6",-0.11896490191315,"lasso"
2022-07-24,12,"(Intercept)",1.00979313302322,"lasso"
2022-07-24,12,"scaled_case_lag1",0.712333511433914,"lasso"
2022-07-24,12,"scaled_case_lag2",0.0535230583166468,"lasso"
2022-07-24,12,"scaled_case_lag3",0.072079643383912,"lasso"
2022-07-24,12,"ct_sm_7_lag5",-0.118841451975405,"lasso"
2022-07-24,12,"ct_sm_7_lag7",-0.000282109096721061,"lasso"
2022-07-24,13,"(Intercept)",1.06848391167359,"lasso"
2022-07-24,13,"scaled_case_lag1",0.708698641720768,"lasso"
2022-07-24,13,"scaled_case_lag2",0.0405593916610894,"lasso"
2022-07-24,13,"scaled_case_lag3",0.0792633957393978,"lasso"
2022-07-24,13,"ct_sm_7_lag4",-0.0841629369994311,"lasso"
2022-07-24,13,"ct_sm_7_lag7",-0.0488514273378851,"lasso"
2022-07-24,14,"(Intercept)",1.07670359105852,"lasso"
2022-07-24,14,"scaled_case_lag1",0.708810565526882,"lasso"
2022-07-24,14,"scaled_case_lag2",0.0384500318355367,"lasso"
2022-07-24,14,"scaled_case_lag3",0.0796506916571285,"lasso"
2022-07-24,14,"ct_sm_7_lag3",-0.0805734733101595,"lasso"
2022-07-24,14,"ct_sm_7_lag6",-0.0534920805943944,"lasso"
2022-07-25,0,"(Intercept)",0.632334643931326,"lasso"
2022-07-25,0,"scaled_case_lag1",0.800394091792511,"lasso"
2022-07-25,0,"scaled_case_lag2",0.0754671264948874,"lasso"
2022-07-25,0,"scaled_case_lag3",0.0269477818225,"lasso"
2022-07-25,0,"ct_sm_7_lag6",-0.0502648849518907,"lasso"
2022-07-25,1,"(Intercept)",0.526230956214586,"lasso"
2022-07-25,1,"scaled_case_lag1",0.777263310898458,"lasso"
2022-07-25,1,"scaled_case_lag2",0.0834195370489733,"lasso"
2022-07-25,1,"scaled_case_lag3",0.0584769941664646,"lasso"
2022-07-25,1,"ct_sm_7_lag1",-0.08060600107495,"lasso"
2022-07-25,1,"temperature_lag3",-0.0066800799978224,"lasso"
2022-07-25,2,"(Intercept)",0.515757253396933,"lasso"
2022-07-25,2,"scaled_case_lag1",0.787738538965603,"lasso"
2022-07-25,2,"scaled_case_lag2",0.0747648454729342,"lasso"
2022-07-25,2,"scaled_case_lag3",0.0577666201609182,"lasso"
2022-07-25,2,"ct_sm_7_lag1",-0.0703324053755275,"lasso"
2022-07-25,2,"ct_sm_7_lag4",-0.0044637854068388,"lasso"
2022-07-25,3,"(Intercept)",0.657856211101093,"lasso"
2022-07-25,3,"scaled_case_lag1",0.796153395434515,"lasso"
2022-07-25,3,"scaled_case_lag2",0.0694527127303067,"lasso"
2022-07-25,3,"scaled_case_lag3",0.0325971319197815,"lasso"
2022-07-25,3,"ct_sm_7_lag3",-0.0196121869453115,"lasso"
2022-07-25,3,"ct_sm_7_lag6",-0.0144591530895037,"lasso"
2022-07-25,3,"ct_sm_7_lag7",-0.0215279205257501,"lasso"
2022-07-25,4,"(Intercept)",0.678802519144016,"lasso"
2022-07-25,4,"scaled_case_lag1",0.802434233832201,"lasso"
2022-07-25,4,"scaled_case_lag2",0.0640574007841396,"lasso"
2022-07-25,4,"scaled_case_lag3",0.0281775347596067,"lasso"
2022-07-25,4,"ct_sm_7_lag7",-0.0591290536269107,"lasso"
2022-07-25,5,"(Intercept)",0.719460973821131,"lasso"
2022-07-25,5,"scaled_case_lag1",0.782248990424181,"lasso"
2022-07-25,5,"scaled_case_lag2",0.074575059352311,"lasso"
2022-07-25,5,"scaled_case_lag3",0.0297796905124657,"lasso"
2022-07-25,5,"ct_sm_7_lag7",-0.0599214527860047,"lasso"
2022-07-25,6,"(Intercept)",0.72194423352085,"lasso"
2022-07-25,6,"scaled_case_lag1",0.778152885307309,"lasso"
2022-07-25,6,"scaled_case_lag2",0.0761529180060544,"lasso"
2022-07-25,6,"scaled_case_lag3",0.0316346968574619,"lasso"
2022-07-25,6,"ct_sm_7_lag6",-0.0599202154532133,"lasso"
2022-07-25,7,"(Intercept)",0.778523585552708,"lasso"
2022-07-25,7,"scaled_case_lag1",0.766338794425357,"lasso"
2022-07-25,7,"scaled_case_lag2",0.0547769391596345,"lasso"
2022-07-25,7,"scaled_case_lag3",0.0556388677600952,"lasso"
2022-07-25,7,"ct_sm_7_lag7",-0.0733899649888026,"lasso"
2022-07-25,8,"(Intercept)",0.787614675233667,"lasso"
2022-07-25,8,"scaled_case_lag1",0.765258627009264,"lasso"
2022-07-25,8,"scaled_case_lag2",0.0561538915193511,"lasso"
2022-07-25,8,"scaled_case_lag3",0.0535812445696532,"lasso"
2022-07-25,8,"ct_sm_7_lag6",-0.0742491964155233,"lasso"
2022-07-25,8,"ct_sm_7_lag7",-0.000218644122438542,"lasso"
2022-07-25,9,"(Intercept)",0.84669804686667,"lasso"
2022-07-25,9,"scaled_case_lag1",0.75287276550861,"lasso"
2022-07-25,9,"scaled_case_lag2",0.0508150500855609,"lasso"
2022-07-25,9,"scaled_case_lag3",0.06118014094064,"lasso"
2022-07-25,9,"ct_sm_7_lag5",-0.083129916003824,"lasso"
2022-07-25,9,"ct_sm_7_lag6",-0.000252492868088953,"lasso"
2022-07-25,10,"(Intercept)",0.963479304441432,"lasso"
2022-07-25,10,"scaled_case_lag1",0.727965743820126,"lasso"
2022-07-25,10,"scaled_case_lag2",0.0609367461134755,"lasso"
2022-07-25,10,"scaled_case_lag3",0.0574078617258437,"lasso"
2022-07-25,10,"ct_sm_7_lag7",-0.110648577037199,"lasso"
2022-07-25,11,"(Intercept)",1.01154876048827,"lasso"
2022-07-25,11,"scaled_case_lag1",0.711920679851456,"lasso"
2022-07-25,11,"scaled_case_lag2",0.0540875892544128,"lasso"
2022-07-25,11,"scaled_case_lag3",0.0722179759452,"lasso"
2022-07-25,11,"ct_sm_7_lag6",-0.119637222610555,"lasso"
2022-07-25,12,"(Intercept)",1.01401085919259,"lasso"
2022-07-25,12,"scaled_case_lag1",0.711802213212882,"lasso"
2022-07-25,12,"scaled_case_lag2",0.0540314518410491,"lasso"
2022-07-25,12,"scaled_case_lag3",0.0717227085519563,"lasso"
2022-07-25,12,"ct_sm_7_lag5",-0.119526483448118,"lasso"
2022-07-25,12,"ct_sm_7_lag7",-0.000293449654417539,"lasso"
2022-07-25,13,"(Intercept)",1.07290362400978,"lasso"
2022-07-25,13,"scaled_case_lag1",0.708332917839544,"lasso"
2022-07-25,13,"scaled_case_lag2",0.040821914085318,"lasso"
2022-07-25,13,"scaled_case_lag3",0.0789606676772025,"lasso"
2022-07-25,13,"ct_sm_7_lag4",-0.0836416751540975,"lasso"
2022-07-25,13,"ct_sm_7_lag7",-0.0500381308571476,"lasso"
2022-07-25,14,"(Intercept)",1.08101483046262,"lasso"
2022-07-25,14,"scaled_case_lag1",0.708333193708236,"lasso"
2022-07-25,14,"scaled_case_lag2",0.0388488860552764,"lasso"
2022-07-25,14,"scaled_case_lag3",0.0793438387532441,"lasso"
2022-07-25,14,"ct_sm_7_lag3",-0.0803298452479269,"lasso"
2022-07-25,14,"ct_sm_7_lag6",-0.0543820636953481,"lasso"
2022-07-26,0,"(Intercept)",0.630990738046388,"lasso"
2022-07-26,0,"scaled_case_lag1",0.800378367095407,"lasso"
2022-07-26,0,"scaled_case_lag2",0.076264421322173,"lasso"
2022-07-26,0,"scaled_case_lag3",0.0263752688540641,"lasso"
2022-07-26,0,"ct_sm_7_lag6",-0.0489347178160254,"lasso"
2022-07-26,1,"(Intercept)",0.522742916029082,"lasso"
2022-07-26,1,"scaled_case_lag1",0.777905997729071,"lasso"
2022-07-26,1,"scaled_case_lag2",0.0843875464013326,"lasso"
2022-07-26,1,"scaled_case_lag3",0.057375984397027,"lasso"
2022-07-26,1,"ct_sm_7_lag1",-0.078828310831245,"lasso"
2022-07-26,1,"temperature_lag3",-0.00599630353802392,"lasso"
2022-07-26,2,"(Intercept)",0.6381413407558,"lasso"
2022-07-26,2,"scaled_case_lag1",0.801725314673066,"lasso"
2022-07-26,2,"scaled_case_lag2",0.0683186644784258,"lasso"
2022-07-26,2,"scaled_case_lag3",0.0314035107649283,"lasso"
2022-07-26,2,"ct_sm_7_lag4",-0.0404130056836822,"lasso"
2022-07-26,2,"ct_sm_7_lag7",-0.0097076031905949,"lasso"
2022-07-26,3,"(Intercept)",0.655165776420194,"lasso"
2022-07-26,3,"scaled_case_lag1",0.79646341560143,"lasso"
2022-07-26,3,"scaled_case_lag2",0.0703399910184043,"lasso"
2022-07-26,3,"scaled_case_lag3",0.0318160025964167,"lasso"
2022-07-26,3,"ct_sm_7_lag3",-0.0199176543742775,"lasso"
2022-07-26,3,"ct_sm_7_lag6",-0.0137385426555068,"lasso"
2022-07-26,3,"ct_sm_7_lag7",-0.0202289484899176,"lasso"
2022-07-26,4,"(Intercept)",0.675363921641218,"lasso"
2022-07-26,4,"scaled_case_lag1",0.802751223981715,"lasso"
2022-07-26,4,"scaled_case_lag2",0.0648348035469806,"lasso"
2022-07-26,4,"scaled_case_lag3",0.0276095944477104,"lasso"
2022-07-26,4,"ct_sm_7_lag7",-0.05713043973609,"lasso"
2022-07-26,5,"(Intercept)",0.716618355071106,"lasso"
2022-07-26,5,"scaled_case_lag1",0.782546357047004,"lasso"
2022-07-26,5,"scaled_case_lag2",0.0751927140617016,"lasso"
2022-07-26,5,"scaled_case_lag3",0.029323135334973,"lasso"
2022-07-26,5,"ct_sm_7_lag7",-0.0581712172609148,"lasso"
2022-07-26,6,"(Intercept)",0.719187990027809,"lasso"
2022-07-26,6,"scaled_case_lag1",0.778378364657658,"lasso"
2022-07-26,6,"scaled_case_lag2",0.0768305271285152,"lasso"
2022-07-26,6,"scaled_case_lag3",0.0311789619519062,"lasso"
2022-07-26,6,"ct_sm_7_lag6",-0.058192846420227,"lasso"
2022-07-26,7,"(Intercept)",0.774751396191811,"lasso"
2022-07-26,7,"scaled_case_lag1",0.76662792376155,"lasso"
2022-07-26,7,"scaled_case_lag2",0.055594836453671,"lasso"
2022-07-26,7,"scaled_case_lag3",0.0551398791659069,"lasso"
2022-07-26,7,"ct_sm_7_lag7",-0.0713355567558131,"lasso"
2022-07-26,8,"(Intercept)",0.784261276295235,"lasso"
2022-07-26,8,"scaled_case_lag1",0.765251099677883,"lasso"
2022-07-26,8,"scaled_case_lag2",0.0569128795623852,"lasso"
2022-07-26,8,"scaled_case_lag3",0.0533756134055377,"lasso"
2022-07-26,8,"ct_sm_7_lag6",-0.0723043909984848,"lasso"
2022-07-26,8,"ct_sm_7_lag7",-0.000178891653764143,"lasso"
2022-07-26,9,"(Intercept)",0.843344279995464,"lasso"
2022-07-26,9,"scaled_case_lag1",0.753127193606613,"lasso"
2022-07-26,9,"scaled_case_lag2",0.0516052650555117,"lasso"
2022-07-26,9,"scaled_case_lag3",0.0606974617869708,"lasso"
2022-07-26,9,"ct_sm_7_lag5",-0.0811904327429471,"lasso"
2022-07-26,9,"ct_sm_7_lag6",-0.000212862087224621,"lasso"
2022-07-26,10,"(Intercept)",0.95605265596327,"lasso"
2022-07-26,10,"scaled_case_lag1",0.728247597352812,"lasso"
2022-07-26,10,"scaled_case_lag2",0.0619712090681761,"lasso"
2022-07-26,10,"scaled_case_lag3",0.0572697967488112,"lasso"
2022-07-26,10,"ct_sm_7_lag7",-0.107352162727897,"lasso"
2022-07-26,11,"(Intercept)",1.00324405576151,"lasso"
2022-07-26,11,"scaled_case_lag1",0.712653323873326,"lasso"
2022-07-26,11,"scaled_case_lag2",0.0554971329910398,"lasso"
2022-07-26,11,"scaled_case_lag3",0.071402130247777,"lasso"
2022-07-26,11,"ct_sm_7_lag6",-0.116113874432087,"lasso"
2022-07-26,12,"(Intercept)",1.00591739118073,"lasso"
2022-07-26,12,"scaled_case_lag1",0.712378567889399,"lasso"
2022-07-26,12,"scaled_case_lag2",0.0553014206827976,"lasso"
2022-07-26,12,"scaled_case_lag3",0.0711721602937723,"lasso"
2022-07-26,12,"ct_sm_7_lag5",-0.116070868758411,"lasso"
2022-07-26,12,"ct_sm_7_lag7",-0.000240645633771758,"lasso"
2022-07-26,13,"(Intercept)",1.05961665931273,"lasso"
2022-07-26,13,"scaled_case_lag1",0.708621150475866,"lasso"
2022-07-26,13,"scaled_case_lag2",0.0431546547806299,"lasso"
2022-07-26,13,"scaled_case_lag3",0.0784348849599761,"lasso"
2022-07-26,13,"ct_sm_7_lag4",-0.085171274040782,"lasso"
2022-07-26,13,"ct_sm_7_lag7",-0.0436161294450332,"lasso"
2022-07-26,14,"(Intercept)",1.06714834510877,"lasso"
2022-07-26,14,"scaled_case_lag1",0.708085904492296,"lasso"
2022-07-26,14,"scaled_case_lag2",0.0416310514702605,"lasso"
2022-07-26,14,"scaled_case_lag3",0.0789974708188427,"lasso"
2022-07-26,14,"ct_sm_7_lag3",-0.0830738538121684,"lasso"
2022-07-26,14,"ct_sm_7_lag5",-0.00159924414282402,"lasso"
2022-07-26,14,"ct_sm_7_lag6",-0.0450378876479684,"lasso"
2022-07-27,0,"(Intercept)",0.633211639274235,"lasso"
2022-07-27,0,"scaled_case_lag1",0.800149197306081,"lasso"
2022-07-27,0,"scaled_case_lag2",0.0769331034852675,"lasso"
2022-07-27,0,"scaled_case_lag3",0.0257609926738645,"lasso"
2022-07-27,0,"ct_sm_7_lag6",-0.049105748811006,"lasso"
2022-07-27,1,"(Intercept)",0.63198010613041,"lasso"
2022-07-27,1,"scaled_case_lag1",0.80208581962446,"lasso"
2022-07-27,1,"scaled_case_lag2",0.0751858863601944,"lasso"
2022-07-27,1,"scaled_case_lag3",0.0257629380129691,"lasso"
2022-07-27,1,"ct_sm_7_lag5",-0.0498213958017915,"lasso"
2022-07-27,2,"(Intercept)",0.641514763485193,"lasso"
2022-07-27,2,"scaled_case_lag1",0.800834786726722,"lasso"
2022-07-27,2,"scaled_case_lag2",0.0691276051329628,"lasso"
2022-07-27,2,"scaled_case_lag3",0.0311416293853022,"lasso"
2022-07-27,2,"ct_sm_7_lag4",-0.0393896740944754,"lasso"
2022-07-27,2,"ct_sm_7_lag7",-0.0112096431038766,"lasso"
2022-07-27,3,"(Intercept)",0.658385828934433,"lasso"
2022-07-27,3,"scaled_case_lag1",0.795944373735817,"lasso"
2022-07-27,3,"scaled_case_lag2",0.0710697123357479,"lasso"
2022-07-27,3,"scaled_case_lag3",0.0312891536995719,"lasso"
2022-07-27,3,"ct_sm_7_lag3",-0.018966666458251,"lasso"
2022-07-27,3,"ct_sm_7_lag6",-0.0143929534944014,"lasso"
2022-07-27,3,"ct_sm_7_lag7",-0.0209480163384925,"lasso"
2022-07-27,4,"(Intercept)",0.67812868654975,"lasso"
2022-07-27,4,"scaled_case_lag1",0.802543872947455,"lasso"
2022-07-27,4,"scaled_case_lag2",0.0654733505361455,"lasso"
2022-07-27,4,"scaled_case_lag3",0.026937757650451,"lasso"
2022-07-27,4,"ct_sm_7_lag7",-0.0574675539259581,"lasso"
2022-07-27,5,"(Intercept)",0.720220081947657,"lasso"
2022-07-27,5,"scaled_case_lag1",0.781927633052844,"lasso"
2022-07-27,5,"scaled_case_lag2",0.0760536010352078,"lasso"
2022-07-27,5,"scaled_case_lag3",0.0287291789754081,"lasso"
2022-07-27,5,"ct_sm_7_lag7",-0.0587891973028623,"lasso"
2022-07-27,6,"(Intercept)",0.722774757986005,"lasso"
2022-07-27,6,"scaled_case_lag1",0.777829216652638,"lasso"
