"mytestdate","var","coef","modelname","proj"
"19143","scaled_case_lag1","0.821504763044098","svr","11"
"19143","ct_sm_7_lag7","-0.340831293786351","svr","11"
"19143","(Intercept)","0.794718571393881","svr","12"
"19143","temperature_lag5","-0.0223781684837014","svr","12"
"19143","carbon_monoxide_lag4","-0.02224824673408","svr","12"
"19143","GovernmentResponseIndex_WeightedAverage_lag1","-0.0450530628971544","svr","12"
"19143","scaled_case_lag1","0.861658017470587","svr","12"
"19143","ct_sm_7_lag7","-0.265553448840441","svr","12"
"19143","(Intercept)","0.98553421174178","svr","13"
"19143","temperature_lag4","-0.0336697004720974","svr","13"
"19143","carbon_monoxide_lag3","-0.0242517933509447","svr","13"
"19143","GovernmentResponseIndex_WeightedAverage_lag1","-0.0510924480231603","svr","13"
"19143","scaled_case_lag1","0.829180096121105","svr","13"
"19143","ct_sm_7_lag7","-0.317460034680005","svr","13"
"19143","(Intercept)","0.967955892251003","svr","14"
"19143","temperature_lag3","-0.0297175105727241","svr","14"
"19143","carbon_monoxide_lag2","-0.0214572389734193","svr","14"
"19143","GovernmentResponseIndex_WeightedAverage_lag1","-0.0372570681903359","svr","14"
"19143","scaled_case_lag1","0.831599778687089","svr","14"
"19143","ct_sm_7_lag6","-0.306558278242333","svr","14"
"19144","(Intercept)","0.801434053811948","svr","0"
"19144","temperature_lag7","-0.0712569757217977","svr","0"
"19144","carbon_monoxide_lag1","0.0253620210176535","svr","0"
"19144","StringencyIndex_WeightedAverage_lag1","0.0481322379464748","svr","0"
"19144","scaled_case_lag1","0.873740152022408","svr","0"
"19144","ct_sm_7_lag7","-0.163820932543308","svr","0"
"19144","(Intercept)","1.03862851354984","svr","1"
"19144","temperature_lag7","-0.0720078956278956","svr","1"
"19144","carbon_monoxide_lag1","0.00284547932899137","svr","1"
"19144","StringencyIndex_WeightedAverage_lag1","0.072474316569765","svr","1"
"19144","scaled_case_lag1","0.83813130774623","svr","1"
"19144","ct_sm_7_lag7","-0.222170179811247","svr","1"
"19144","(Intercept)","1.0464553270043","svr","2"
"19144","temperature_lag7","-0.0639548592470286","svr","2"
"19144","carbon_monoxide_lag1","0.0171154615708091","svr","2"
"19144","StringencyIndex_WeightedAverage_lag1","0.0700730512858923","svr","2"
"19144","scaled_case_lag1","0.832890208103322","svr","2"
"19144","ct_sm_7_lag7","-0.246438170299584","svr","2"
"19144","(Intercept)","1.02509287675393","svr","3"
"19144","temperature_lag7","-0.0658431752417861","svr","3"
"19144","carbon_monoxide_lag1","0.0190672928265789","svr","3"
"19144","StringencyIndex_WeightedAverage_lag1","0.0312674714239187","svr","3"
"19144","scaled_case_lag1","0.836952549830515","svr","3"
"19144","ct_sm_7_lag7","-0.264147072074298","svr","3"
"19144","(Intercept)","0.982133523874034","svr","4"
"19144","temperature_lag6","-0.0570734913138433","svr","4"
"19144","carbon_monoxide_lag1","0.0232369405685247","svr","4"
"19144","StringencyIndex_WeightedAverage_lag1","0.0368593778130939","svr","4"
"19144","scaled_case_lag1","0.841526111327377","svr","4"
"19144","ct_sm_7_lag7","-0.235588535874391","svr","4"
"19144","(Intercept)","0.630841725399411","svr","5"
"19144","temperature_lag5","-0.026138700417335","svr","5"
"19144","carbon_monoxide_lag1","-0.00113533478823147","svr","5"
"19144","StringencyIndex_WeightedAverage_lag1","0.0271949537504457","svr","5"
"19144","scaled_case_lag1","0.892015465272127","svr","5"
"19144","ct_sm_7_lag7","-0.169071498985025","svr","5"
"19144","(Intercept)","0.603404914344751","svr","6"
"19144","temperature_lag4","-0.0211086259151279","svr","6"
"19144","carbon_monoxide_lag1","-0.0131332295101957","svr","6"
"19144","StringencyIndex_WeightedAverage_lag1","0.0180476633643247","svr","6"
"19144","scaled_case_lag1","0.895797671200193","svr","6"
"19144","ct_sm_7_lag7","-0.178451044469041","svr","6"
"19144","(Intercept)","0.67067108744139","svr","7"
"19144","temperature_lag3","-0.0243790977869798","svr","7"
"19144","carbon_monoxide_lag1","-0.00397637715071458","svr","7"
"19144","StringencyIndex_WeightedAverage_lag1","0.00954398256687194","svr","7"
"19144","scaled_case_lag1","0.884023413715709","svr","7"
"19144","ct_sm_7_lag7","-0.198893181091603","svr","7"
"19144","(Intercept)","0.689540522044222","svr","8"
"19144","temperature_lag2","-0.0267960733496933","svr","8"
"19144","carbon_monoxide_lag1","0.00353824960983329","svr","8"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","0.012820614353686","svr","8"
"19144","scaled_case_lag1","0.88052441798065","svr","8"
"19144","ct_sm_7_lag7","-0.195029446130366","svr","8"
"19144","(Intercept)","0.573583619233387","svr","9"
"19144","temperature_lag1","-0.0201845524315529","svr","9"
"19144","carbon_monoxide_lag1","-0.00561366609511852","svr","9"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","0.00740331619196244","svr","9"
"19144","scaled_case_lag1","0.89739309621951","svr","9"
"19144","ct_sm_7_lag7","-0.171703429494372","svr","9"
"19144","(Intercept)","0.822070343522185","svr","10"
"19144","temperature_lag1","-0.0154183450019816","svr","10"
"19144","carbon_monoxide_lag1","0.0133019090790836","svr","10"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","-0.0267659661919104","svr","10"
"19144","scaled_case_lag1","0.85895627464459","svr","10"
"19144","ct_sm_7_lag7","-0.254627483707247","svr","10"
"19144","(Intercept)","0.890924659393009","svr","11"
"19144","temperature_lag7","-0.0218440591121581","svr","11"
"19144","carbon_monoxide_lag1","0.014269523220569","svr","11"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","-0.0388508347557441","svr","11"
"19144","scaled_case_lag1","0.848202229577679","svr","11"
"19144","ct_sm_7_lag7","-0.264550537128374","svr","11"
"19144","(Intercept)","0.7858354528248","svr","12"
"19144","temperature_lag7","-0.0264127081949924","svr","12"
"19144","carbon_monoxide_lag7","-0.000662917881011527","svr","12"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","-0.0487434246587484","svr","12"
"19144","scaled_case_lag1","0.862810563419969","svr","12"
"19144","ct_sm_7_lag7","-0.252237910323299","svr","12"
"19144","(Intercept)","0.907595861600921","svr","13"
"19144","temperature_lag6","-0.0313119895395926","svr","13"
"19144","carbon_monoxide_lag6","-0.000950740339322798","svr","13"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","-0.0659772524606757","svr","13"
"19144","scaled_case_lag1","0.841729919788792","svr","13"
"19144","ct_sm_7_lag7","-0.294221360148293","svr","13"
"19144","(Intercept)","0.933259302840717","svr","14"
"19144","temperature_lag5","-0.0268993860103183","svr","14"
"19144","carbon_monoxide_lag7","-0.000381413319103796","svr","14"
"19144","GovernmentResponseIndex_WeightedAverage_lag1","-0.041545735343846","svr","14"
