"var","coef","CI_lwr","CI_upr","modelname"
"ct_sm_7_lag7","-0.0927084027698435","-0.153032871278666","-0.032383934261021","garch"
"omega","0.000347015617288445","-0.00112442564960518","0.00181845688418207","garch"
"beta1","0.998999998753468","0.981815955653139","1.0161840418538","garch"
"mu","0.269351820854052","0.112010042014536","0.426693599693567","garch"
"ma1","-0.178244583591236","-0.359135917693248","0.00264675051077723","garch"
"temperature_lag2","-0.0448835376549436","-0.105479338951816","0.0157122636419289","garch"
"carbon_monoxide_lag1","-0.0157683614891708","-0.0667694146842056","0.0352326917058639","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0400649908936085","-0.0977021699265339","0.017572188139317","garch"
"scaled_case_lag1","0.953898823091628","0.930004257288062","0.977793388895195","garch"
"ct_sm_7_lag7","-0.0693184925105109","-0.128028582002174","-0.0106084030188476","garch"
"omega","0.000354820216975646","-0.00120616260311984","0.00191580303707113","garch"
"beta1","0.998999999764174","0.980842667856946","1.0171573316714","garch"
"mu","0.353317439867277","0.188448597461518","0.518186282273036","garch"
"ma1","-0.171488268590976","-0.355468061862205","0.0124915246802521","garch"
"temperature_lag1","-0.0508648629413699","-0.118864584410868","0.0171348585281283","garch"
"carbon_monoxide_lag1","-0.0158440273379417","-0.0693518468241676","0.0376637921482842","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0416423410857438","-0.100167157991528","0.0168824758200403","garch"
"scaled_case_lag1","0.941261072506734","0.91623271604748","0.966289428965987","garch"
"ct_sm_7_lag7","-0.0926209545080779","-0.153580374331642","-0.0316615346845133","garch"
"omega","0.000354298977405497","-0.00120360996609857","0.00191220792090956","garch"
"beta1","0.99899999974719","0.980816491653292","1.01718350784109","garch"
"mu","0.288041676744911","0.128293556709759","0.447789796780062","garch"
"ma1","-0.192040695582636","-0.380134327668502","-0.00394706349677071","garch"
"temperature_lag1","-0.0185313856351598","-0.0860090775429143","0.0489463062725947","garch"
"carbon_monoxide_lag1","0.00146797109168396","-0.0524776103781316","0.0554135525614995","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0430965909899846","-0.100752660019462","0.0145594780394928","garch"
"scaled_case_lag1","0.950768153772694","0.926457408656299","0.975078898889089","garch"
"ct_sm_7_lag7","-0.0801384970358746","-0.140809212765398","-0.0194677813063507","garch"
"omega","0.000346808869796499","-0.0010814715625418","0.0017750893021348","garch"
"beta1","0.99899999888766","0.982439280243065","1.01556071753225","garch"
"mu","0.225307896590384","0.103475655774007","0.347140137406762","garch"
"ma1","-0.250655128278982","-0.440801363988065","-0.0605088925698987","garch"
"temperature_lag1","0.00880683634058387","-0.0530026015858951","0.0706162742670628","garch"
"carbon_monoxide_lag1","-0.00838229799368354","-0.0575439231465196","0.0407793271591525","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0356025789986298","-0.0876032756640514","0.0163981176667918","garch"
"scaled_case_lag1","0.959721305986594","0.941103174102956","0.978339437870232","garch"
"ct_sm_7_lag7","-0.063959606789524","-0.115967136105111","-0.0119520774739372","garch"
"omega","0.000373669029014676","-0.00169045060947236","0.00243778866750171","garch"
"beta1","0.998999999563124","0.974269007602099","1.02373099152415","garch"
"mu","0.308427420353988","0.184937870715146","0.431916969992829","garch"
"ma1","-0.250093794079987","-0.439430885122259","-0.0607567030377153","garch"
"temperature_lag1","0.0167498035001112","-0.0444957697252226","0.077995376725445","garch"
"carbon_monoxide_lag1","-0.00565266910437515","-0.054644066674257","0.0433387284655067","garch"
"StringencyIndex_WeightedAverage_lag1","-0.034906113597719","-0.0867770477191647","0.0169648205237267","garch"
"scaled_case_lag1","0.946952412531418","0.928009967585384","0.965894857477452","garch"
"ct_sm_7_lag7","-0.0896009316833261","-0.142550366319731","-0.0366514970469212","garch"
"omega","0.000374805180582916","-0.00181352596273345","0.00256313632389928","garch"
"beta1","0.998999999062311","0.972507498828954","1.02549249929567","garch"
"mu","0.349239699374743","0.221376527784611","0.477102870964876","garch"
"ma1","-0.248667008654808","-0.437838366975756","-0.0594956503338602","garch"
"temperature_lag1","0.016899723996365","-0.0446066337046697","0.0784060816973997","garch"
"carbon_monoxide_lag1","-0.00354492449785159","-0.0528980884475271","0.0458082394518239","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0392068589981485","-0.0915640272587442","0.0131503092624472","garch"
"scaled_case_lag1","0.940697463273438","0.921034183244617","0.96036074330226","garch"
"ct_sm_7_lag7","-0.100847680950847","-0.155619364470235","-0.0460759974314596","garch"
"omega","0.000378872818461815","-0.00181665648801737","0.002574402124941","garch"
"beta1","0.998999999565016","0.972565230719417","1.02543476841062","garch"
"mu","0.457147897122698","0.317307752764017","0.596988041481379","garch"
"ma1","-0.23160346728076","-0.419814158954686","-0.0433927756068342","garch"
"temperature_lag1","-0.0105590913118643","-0.0732261685189166","0.0521079858951879","garch"
"carbon_monoxide_lag1","-0.0038131569617084","-0.054178735571148","0.0465524216477312","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0560074034192123","-0.109566452687644","-0.00244835415078033","garch"
"scaled_case_lag1","0.924364944710789","0.90281911378114","0.945910775640438","garch"
"ct_sm_7_lag7","-0.1291039378582","-0.187579136074611","-0.0706287396417896","garch"
"omega","0.000382044174669324","-0.00181455612887152","0.00257864447821017","garch"
"beta1","0.998999999553601","0.972594551272442","1.02540544783476","garch"
"mu","0.539518553194426","0.386963223385917","0.692073883002935","garch"
"ma1","-0.215242793281006","-0.40270868509168","-0.0277769014703325","garch"
"temperature_lag1","-0.0263757633107288","-0.0904879425642838","0.0377364159428262","garch"
"carbon_monoxide_lag2","0.00484818318504125","-0.047263706670244","0.0569600730403265","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0723259270041149","-0.126860494217844","-0.0177913597903858","garch"
"scaled_case_lag1","0.911473708987529","0.887964792030123","0.934982625944935","garch"
"ct_sm_7_lag7","-0.149516344890022","-0.212043671591724","-0.0869890181883193","garch"
"omega","0.00037817681544215","-0.00167182906562108","0.00242818269650538","garch"
"beta1","0.998999999717991","0.974252601896782","1.0237473975392","garch"
"mu","0.588504256918393","0.42698566174003","0.750022852096756","garch"
"ma1","-0.207026154547293","-0.39409315658581","-0.0199591525087749","garch"
"temperature_lag1","-0.0471672742350585","-0.1120401500606","0.0177056015904832","garch"
"carbon_monoxide_lag1","-0.000605925727152709","-0.0528561804155225","0.0516443289612171","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0743980174474186","-0.129260895325986","-0.0195351395688513","garch"
"scaled_case_lag1","0.903667029349616","0.878705061288596","0.928628997410637","garch"
"ct_sm_7_lag6","-0.154312561987945","-0.218679539770107","-0.0899455842057829","garch"
"omega","0.000383875504758949","-0.00168355281372726","0.00245130382324516","garch"
"beta1","0.998999998977289","0.974207929190938","1.02379206876364","garch"
"mu","0.811780694047083","0.263290362355847","1.36027102573832","garch"
"ma1","-0.162341998300864","-0.348789205181528","0.024105208579801","garch"
"temperature_lag7","-0.0666456846736361","-0.135094718726729","0.0018033493794565","garch"
"carbon_monoxide_lag1","0.0413877782365383","-0.0182288748195984","0.101004431292675","garch"
"StringencyIndex_WeightedAverage_lag1","0.022089743523458","-0.0737596029456967","0.117939089992613","garch"
"scaled_case_lag1","0.874453009872305","0.791910352264655","0.956995667479955","garch"
"ct_sm_7_lag7","-0.202286146196258","-0.323415290502862","-0.0811570018896549","garch"
"omega","0.00991861493181808","-0.0261435820951619","0.045980811958798","garch"
"beta1","0.888969762329817","0.486760432212711","1.29117909244692","garch"
"mu","0.765267333504803","0.136094394562558","1.39444027244705","garch"
"ma1","-0.145317564032586","-0.336592235640529","0.045957107575356","garch"
"temperature_lag7","-0.0592344438070758","-0.132573438168886","0.0141045505547339","garch"
"carbon_monoxide_lag1","0.0318454531332008","-0.029686987830007","0.0933778940964085","garch"
"StringencyIndex_WeightedAverage_lag1","0.0181331915331056","-0.0816697448244774","0.117936127890689","garch"
"scaled_case_lag1","0.881399840131672","0.786484039376545","0.976315640886798","garch"
"ct_sm_7_lag7","-0.194836511175398","-0.335122314901183","-0.0545507074496124","garch"
"omega","0.0104010553399591","-0.0212961494813122","0.0420982601612305","garch"
"beta1","0.884369760091865","0.533627978763506","1.23511154142022","garch"
"mu","0.684797957426745","-0.0699396508637626","1.43953556571725","garch"
"ma1","-0.145888569684446","-0.356791635339847","0.0650144959709539","garch"
"temperature_lag6","-0.057226492903353","-0.134753561525448","0.0203005757187422","garch"
"carbon_monoxide_lag1","0.0172577647152421","-0.0462301668936061","0.0807456963240903","garch"
"StringencyIndex_WeightedAverage_lag1","0.00572827152496197","-0.0996439111482484","0.111100454198172","garch"
"scaled_case_lag1","0.893197214827943","0.779201799242192","1.00719263041369","garch"
"ct_sm_7_lag7","-0.178415491321142","-0.348487479020102","-0.00834350362218211","garch"
"omega","0.0117455589570339","-0.0209593741919802","0.0444504921060481","garch"
"beta1","0.86733729798639","0.499796621987834","1.23487797398495","garch"
"mu","0.574932080708486","-0.70492456582109","1.85478872723806","garch"
"ma1","-0.161263735399552","-0.425052421572609","0.102524950773504","garch"
"temperature_lag5","-0.0592852482552069","-0.156869289325149","0.0382987928147351","garch"
"carbon_monoxide_lag1","-0.000743488252013759","-0.0683573579141818","0.0668703814101543","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0103963685402563","-0.151794271950841","0.131001534870328","garch"
"scaled_case_lag1","0.90972369621269","0.716335154295358","1.10311223813002","garch"
"ct_sm_7_lag7","-0.154245558185969","-0.441902755232661","0.133411638860724","garch"
"omega","0.0148515047511539","-0.0261485954504193","0.055851604952727","garch"
"beta1","0.829698803877794","0.361752917400192","1.2976446903554","garch"
"mu","0.499951244583304","NaN","NaN","garch"
"ma1","-0.183321520437402","-0.326403781073503","-0.0402392598013009","garch"
"temperature_lag4","-0.0530149192653402","-0.111222227155903","0.00519238862522244","garch"
"carbon_monoxide_lag1","-0.00629344439801634","-0.0633326435124731","0.0507457547164404","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0200351561991621","-0.0642311748096951","0.024160862411371","garch"
"scaled_case_lag1","0.92077497782891","NaN","NaN","garch"
"ct_sm_7_lag7","-0.136403454992747","NaN","NaN","garch"
"omega","0.0830832040599586","-0.316192988556506","0.482359396676423","garch"
"beta1","3.09881665017865e-07","-4.84460761721869","4.84460823698202","garch"
"mu","0.426576650816004","0.270720705361517","0.582432596270491","garch"
"ma1","-0.204664957238307","-0.386013226304791","-0.023316688171823","garch"
"temperature_lag3","-0.031587886709647","-0.0890137989211055","0.0258380255018114","garch"
"carbon_monoxide_lag1","0.00360486463110818","-0.0468749677355849","0.0540846969978013","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0305965910546391","-0.0874433940075092","0.0262502118982309","garch"
"scaled_case_lag1","0.930661440360479","0.907020435177649","0.954302445543308","garch"
"ct_sm_7_lag7","-0.116828289569076","-0.173837704693557","-0.0598188744445948","garch"
"omega","0.000372124718973455","-0.00163578376763284","0.00238003320557975","garch"
"beta1","0.998999999581492","0.976707389482396","1.02129260968059","garch"
"mu","0.336446696805752","0.19242800070685","0.480465392904655","garch"
"ma1","-0.228980120786858","-0.408723967422432","-0.0492362741512843","garch"
"temperature_lag2","-0.0414936997714969","-0.10028165162993","0.0172942520869364","garch"
"carbon_monoxide_lag1","-0.0167744771539369","-0.0666882858142369","0.0331393315063631","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0413765802996541","-0.0968363480108284","0.0140831874115201","garch"
"scaled_case_lag1","0.944784748787769","0.922915260528285","0.966654237047254","garch"
"ct_sm_7_lag7","-0.0948795526700322","-0.149748421896904","-0.0400106834431606","garch"
"omega","0.000380552640125513","-0.00179413471164849","0.00255523999189952","garch"
"beta1","0.998999999795264","0.974966183458428","1.0230338161321","garch"
"mu","0.41298823549789","0.26271802758782","0.563258443407959","garch"
"ma1","-0.22170853970193","-0.404423711491939","-0.038993367911922","garch"
"temperature_lag1","-0.0483443798036997","-0.114401675631817","0.0177129160244171","garch"
"carbon_monoxide_lag1","-0.0194938427285827","-0.0717148762425308","0.0327271907853653","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0434772648796905","-0.0998482595199568","0.0128937297605757","garch"
"scaled_case_lag1","0.933286190544531","0.910489046488183","0.956083334600879","garch"
"ct_sm_7_lag7","-0.115953236709098","-0.172880954607913","-0.0590255188102842","garch"
"omega","0.000377919156553503","-0.00170100509458211","0.00245684340768912","garch"
"beta1","0.998999999589258","0.975851932162577","1.02214806701594","garch"
"mu","0.351484280072483","0.209344525476496","0.493624034668469","garch"
"ma1","-0.246789479399186","-0.431887829091016","-0.0616911297073559","garch"
"temperature_lag1","-0.0184317516009163","-0.0836928954851645","0.0468293922833318","garch"
"carbon_monoxide_lag1","-0.00571379413533502","-0.0576752649780154","0.0462476767073453","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0452518127445341","-0.100362565561475","0.00985894007240704","garch"
"scaled_case_lag1","0.942241803621134","0.920622418555608","0.96386118868666","garch"
"ct_sm_7_lag7","-0.104259827141913","-0.160114343276999","-0.0484053110068274","garch"
"omega","0.0003698551109201","-0.00142004789096449","0.00215975811280469","garch"
"beta1","0.998999998457761","0.979159527569634","1.01884046934589","garch"
"mu","0.274992964820353","0.170841068132302","0.379144861508404","garch"
"ma1","-0.312619289844876","-0.493494438058065","-0.131744141631687","garch"
"temperature_lag1","0.0116968683919388","-0.0470249673905521","0.0704187041744297","garch"
"carbon_monoxide_lag1","-0.0120925027346","-0.0591599112979656","0.0349749058287656","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0383615963593774","-0.0872239960500434","0.0105008033312887","garch"
"scaled_case_lag1","0.953178170743784","0.937236323074119","0.969120018413449","garch"
"ct_sm_7_lag7","-0.0842444613219177","-0.130865965126976","-0.0376229575168598","garch"
"omega","0.000393267249328628","-0.00271632258997047","0.00350285708862773","garch"
"beta1","0.998999999583416","0.963198493045733","1.0348015061211","garch"
"mu","0.349936682688645","0.244220768193475","0.455652597183814","garch"
"ma1","-0.309876029248864","-0.489265285154175","-0.130486773343554","garch"
"temperature_lag1","0.0199748745501749","-0.0383345327338453","0.0782842818341951","garch"
"carbon_monoxide_lag1","-0.00921228186960549","-0.0561397363350802","0.0377151725958692","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0383002937686554","-0.0870676405464178","0.010467053009107","garch"
"scaled_case_lag1","0.941677935461852","0.925437903506356","0.957917967417349","garch"
"ct_sm_7_lag7","-0.107309941915087","-0.154897995442887","-0.0597218883872872","garch"
"omega","0.000391841603358293","-0.00286806675433359","0.00365174996105018","garch"
"beta1","0.998999999380111","0.960913325567294","1.03708667319293","garch"
"mu","0.401087526811209","0.291200256903093","0.510974796719325","garch"
"ma1","-0.306537488149118","-0.48579834233242","-0.127276633965815","garch"
"temperature_lag1","0.0188619655129436","-0.0399456977859841","0.0776696288118713","garch"
"carbon_monoxide_lag1","-0.00740623327648837","-0.0547268439298325","0.0399143773768558","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0436620073524155","-0.0928732825169494","0.00554926781211842","garch"
"scaled_case_lag1","0.933892502649368","0.916971715240731","0.950813290058006","garch"
"ct_sm_7_lag7","-0.121538891222299","-0.170801776674088","-0.0722760057705104","garch"
"omega","0.00039604697638826","-0.00276634345092676","0.00355843740370328","garch"
"beta1","0.998999999333815","0.962223511996452","1.03577648667118","garch"
"mu","0.517225573059788","0.394918721370193","0.639532424749383","garch"
"ma1","-0.2851709441124","-0.464698074502318","-0.105643813722483","garch"
"temperature_lag1","-0.00854444092190926","-0.068773763530262","0.0516848816864435","garch"
"carbon_monoxide_lag1","-0.00848560362609287","-0.0569896539302546","0.0400184466780689","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0610107055130275","-0.111724653524558","-0.0102967575014967","garch"
"scaled_case_lag1","0.91636809232106","0.897518030841626","0.935218153800494","garch"
"ct_sm_7_lag7","-0.152268837771246","-0.205408901004574","-0.0991287745379181","garch"
"omega","0.00039991637236761","-0.00269362374327298","0.0034934564880082","garch"
"beta1","0.998999999603998","0.963100011773043","1.03489998743495","garch"
"mu","0.617542650447755","0.480804569855638","0.754280731039872","garch"
"ma1","-0.262389296659361","-0.443810332266538","-0.0809682610521839","garch"
"temperature_lag1","-0.0233151843917951","-0.0851937745371168","0.0385634057535266","garch"
"carbon_monoxide_lag1","0.00254187083709629","-0.0474918688529142","0.0525756105271068","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0791722309146639","-0.131655965972066","-0.0266884958572615","garch"
"scaled_case_lag1","0.900760196539201","0.879674072952375","0.921846320126027","garch"
"ct_sm_7_lag7","-0.178211741852991","-0.235931471964748","-0.120492011741234","garch"
"omega","0.000397500601142984","-0.00233637406933225","0.00313137527161822","garch"
"beta1","0.998999999572059","0.96721297916386","1.03078701998026","garch"
"mu","0.670884427242827","0.526079556123626","0.815689298362029","garch"
"ma1","-0.255308698609096","-0.43626530653721","-0.0743520906809824","garch"
"temperature_lag1","-0.0446044711531135","-0.107370177380946","0.0181612350747192","garch"
"carbon_monoxide_lag1","-0.00771237532392336","-0.0582471951505963","0.0428224445027495","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0800557557684004","-0.132570800454255","-0.0275407110825457","garch"
"scaled_case_lag1","0.892411276570078","0.870047530655528","0.914775022484629","garch"
"ct_sm_7_lag6","-0.184525446355928","-0.243752008268403","-0.125298884443452","garch"
"omega","0.000405457534523374","-0.00237704807398389","0.00318796314303064","garch"
"beta1","0.998999999738603","0.966922747030446","1.03107725244676","garch"
"mu","0.872491683209202","0.32342071507357","1.42156265134483","garch"
"ma1","-0.143539105167796","-0.336046238394684","0.048968028059092","garch"
"temperature_lag6","-0.0833168941575341","-0.15249529930834","-0.014138489006728","garch"
"carbon_monoxide_lag1","0.0350924756472812","-0.0255915954082726","0.0957765467028349","garch"
"StringencyIndex_WeightedAverage_lag1","0.0224201786251118","-0.0747458724211478","0.119586229671371","garch"
"scaled_case_lag1","0.865844585159598","0.783247540528092","0.948441629791104","garch"
"ct_sm_7_lag7","-0.215614681296187","-0.336595053002813","-0.0946343095895604","garch"
"omega","0.0107834509831063","-0.0376494433467501","0.0592163453129627","garch"
"beta1","0.878986983110772","0.336873423653161","1.42110054256838","garch"
"mu","0.833461954190267","0.270224058258981","1.39669985012155","garch"
"ma1","-0.141468098450456","-0.334758261909438","0.051822065008526","garch"
"temperature_lag5","-0.0906957790810661","-0.162552965253715","-0.0188385929084174","garch"
"carbon_monoxide_lag1","0.0187193716694821","-0.0432517971783428","0.0806905405173071","garch"
"StringencyIndex_WeightedAverage_lag1","0.0139236934709372","-0.0812133607814348","0.109060747723309","garch"
"scaled_case_lag1","0.871835985096667","0.787022198624101","0.956649771569233","garch"
"ct_sm_7_lag7","-0.208377303298069","-0.335413922287458","-0.0813406843086792","garch"
"omega","0.0119116171955311","-0.0400831070173174","0.0639063414083795","garch"
"beta1","0.867835117718345","0.292400248634812","1.44326998680188","garch"
"mu","0.788007873093104","0.146527725863933","1.42948802032228","garch"
"ma1","-0.137863857699118","-0.343730105846759","0.0680023904485235","garch"
"temperature_lag4","-0.0923177878109578","-0.166432309139791","-0.0182032664821248","garch"
"carbon_monoxide_lag1","0.00992409941344107","-0.0527041972742953","0.0725523961011775","garch"
"StringencyIndex_WeightedAverage_lag1","0.000318035018106145","-0.0962871304209015","0.0969232004571138","garch"
"scaled_case_lag1","0.878442012651117","0.781721473387928","0.975162551914307","garch"
"ct_sm_7_lag7","-0.200738016746025","-0.347417690603304","-0.0540583428887454","garch"
"omega","0.0133606519755753","-0.0374008659559718","0.0641221699071224","garch"
"beta1","0.849453799748238","0.279201361546276","1.4197062379502","garch"
"mu","0.68987836917207","-0.0870254834917041","1.46678222183584","garch"
"ma1","-0.155190323533342","-0.369496610535129","0.0591159634684457","garch"
"temperature_lag3","-0.0962276506693971","-0.174490098754351","-0.0179652025844433","garch"
"carbon_monoxide_lag1","-0.00401886482679899","-0.0671786057992863","0.0591408761456883","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0191755195874324","-0.118826849644502","0.0804758104696371","garch"
"scaled_case_lag1","0.893338836527655","0.776172805520599","1.01050486753471","garch"
"ct_sm_7_lag7","-0.180645001376578","-0.35976091429373","-0.00152908845942665","garch"
"omega","0.016828078078433","-0.0445946911152217","0.0782508472720878","garch"
"beta1","0.808037257460777","0.109453763494766","1.50662075142679","garch"
"mu","0.639705307162687","NaN","NaN","garch"
"ma1","-0.165730263404226","-0.274759705817667","-0.0567008209907856","garch"
"temperature_lag2","-0.093769452127697","-0.147962225621092","-0.0395766786343024","garch"
"carbon_monoxide_lag1","-0.0141824878995902","-0.0700660446638115","0.041701068864631","garch"
"StringencyIndex_WeightedAverage_lag1","-0.02684897635753","-0.0447522232247715","-0.00894572949028847","garch"
"scaled_case_lag1","0.900819122005118","NaN","NaN","garch"
"ct_sm_7_lag7","-0.16953360579061","NaN","NaN","garch"
"omega","0.0841177736472358","-0.371141452355089","0.539376999649561","garch"
"beta1","9.35054723775935e-08","-5.43361134780513","5.43361153481607","garch"
"mu","0.466328795940063","0.298406190258112","0.634251401622014","garch"
"ma1","-0.18412140854666","-0.371416387393355","0.00317357030003604","garch"
"temperature_lag1","-0.0330069184886719","-0.101268406174822","0.0352545691974779","garch"
"carbon_monoxide_lag1","0.00127388696223837","-0.0530648069729564","0.0556125808974331","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0305159968479826","-0.089807223671474","0.0287752299755087","garch"
"scaled_case_lag1","0.92554199204506","0.90018783409838","0.95089614999174","garch"
"ct_sm_7_lag7","-0.130938765251467","-0.189952059945615","-0.0719254705573194","garch"
"omega","0.000363164865213741","-0.00147184116785179","0.00219817089827927","garch"
"beta1","0.99899999888523","0.978617763476846","1.01938223429361","garch"
"mu","0.395196959062437","0.235520739117789","0.554873179007084","garch"
"ma1","-0.200636579276869","-0.386036749564276","-0.015236408989463","garch"
"temperature_lag2","-0.0419832201004782","-0.102340455029053","0.0183740148280966","garch"
"carbon_monoxide_lag1","-0.0164868916347062","-0.0676175677557779","0.0346437844863655","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0401282439157232","-0.097656665665182","0.0174001778337356","garch"
"scaled_case_lag1","0.936430157178887","0.912185841721841","0.960674472635933","garch"
"ct_sm_7_lag7","-0.11283611241321","-0.170688320160539","-0.05498390466588","garch"
"omega","0.000378652222596016","-0.0017819259279283","0.00253923037312034","garch"
"beta1","0.9989999996291","0.975204815499192","1.02279518375901","garch"
"mu","0.474568143694979","0.307818226892442","0.641318060497516","garch"
"ma1","-0.192365271036673","-0.380571814855941","-0.00415872721740465","garch"
"temperature_lag1","-0.0496573818849674","-0.117501204799353","0.0181864410294186","garch"
"carbon_monoxide_lag1","-0.0197147588601067","-0.0732058558614508","0.0337763381412374","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0427914357815473","-0.101208015555733","0.0156251439926388","garch"
"scaled_case_lag1","0.924512627610328","0.899218323192308","0.949806932028349","garch"
"ct_sm_7_lag7","-0.134751132097777","-0.194948861601166","-0.0745534025943871","garch"
"omega","0.000375066940429719","-0.00166536792796285","0.00241550180882229","garch"
"beta1","0.998999999383331","0.976327288969141","1.02167270979752","garch"
"mu","0.408985057964161","0.252789674841598","0.565180441086724","garch"
"ma1","-0.220498539960272","-0.412110951630123","-0.0288861282904214","garch"
"temperature_lag1","-0.0196511239871827","-0.0866170581049696","0.0473148101306042","garch"
"carbon_monoxide_lag1","-0.00633670837263973","-0.059449336453996","0.0467759197087166","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0453126300654795","-0.102236438062702","0.0116111779317427","garch"
"scaled_case_lag1","0.934091078673603","0.910337746374469","0.957844410972738","garch"
"ct_sm_7_lag7","-0.122210651213515","-0.180875645150638","-0.0635456572763921","garch"
"omega","0.000367289009532355","-0.00139380972431574","0.00212838774338045","garch"
"beta1","0.998999999613675","0.979521846502964","1.01847815272439","garch"
"mu","0.324029514104296","0.211079268865948","0.436979759342645","garch"
"ma1","-0.291960004553074","-0.482893541832196","-0.101026467273951","garch"
"temperature_lag1","0.00991749114314533","-0.050150036752546","0.0699850190388366","garch"
"carbon_monoxide_lag1","-0.0145621791516101","-0.0624039069804612","0.0332795486772409","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0390649510292925","-0.0893273200917199","0.0111974180331349","garch"
"scaled_case_lag1","0.946302169260052","0.929024929035527","0.963579409484578","garch"
"ct_sm_7_lag7","-0.0998099779927464","-0.148092730418931","-0.0515272255665619","garch"
"omega","0.000389781752657543","-0.00264720575275648","0.00342676925807156","garch"
"beta1","0.998999999494794","0.96411827799456","1.03388172099503","garch"
"mu","0.398325891944753","0.284492679499046","0.512159104390461","garch"
"ma1","-0.290465908637601","-0.478776694663092","-0.10215512261211","garch"
"temperature_lag1","0.018811965308573","-0.0406769025031035","0.0783008331202494","garch"
"carbon_monoxide_lag1","-0.0114441201096472","-0.0590614875516457","0.0361732473323514","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0393100558101658","-0.0893211156315062","0.0107010040111745","garch"
"scaled_case_lag1","0.934898612680704","0.917425337917986","0.952371887443422","garch"
"ct_sm_7_lag7","-0.12276577267735","-0.171889263085348","-0.0736422822693522","garch"
"omega","0.000386893406965924","-0.00270376572958573","0.00347755254351758","garch"
"beta1","0.99899999836784","0.962905719814981","1.0350942769207","garch"
"mu","0.446138346256602","0.329043422659738","0.563233269853466","garch"
"ma1","-0.289561723114017","-0.476899216943121","-0.102224229284913","garch"
"temperature_lag1","0.0190148997553454","-0.0407424116798438","0.0787722111905346","garch"
"carbon_monoxide_lag1","-0.00930996934657356","-0.0572144526207359","0.0385945139275888","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0448808885450543","-0.0951564258571221","0.00539464876701342","garch"
"scaled_case_lag1","0.927626691674741","0.909606430959943","0.945646952389539","garch"
"ct_sm_7_lag7","-0.13628633829927","-0.186818641568858","-0.085754035029682","garch"
"omega","0.000391346801590008","-0.00263006313756393","0.00341275674074394","garch"
"beta1","0.998999999143103","0.963870922076762","1.03412907620945","garch"
"mu","0.569261237652434","0.437933516171888","0.70058895913298","garch"
"ma1","-0.26566939221585","-0.452609698592332","-0.0787290858393679","garch"
"temperature_lag1","-0.00850498937884075","-0.0698024789683522","0.0527925002106707","garch"
"carbon_monoxide_lag1","-0.0104657057993395","-0.0596276979604896","0.0386962863618106","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0628484698515118","-0.114759714434588","-0.0109372252684351","garch"
"scaled_case_lag1","0.909066518765281","0.888835811331452","0.92929722619911","garch"
"ct_sm_7_lag7","-0.169131677649545","-0.223985704927429","-0.114277650371661","garch"
"omega","0.000394829505328027","-0.00254828955290588","0.00333794856356193","garch"
"beta1","0.998999999526644","0.964834446888132","1.03316555216516","garch"
"mu","0.681660566843159","0.533017202923867","0.830303930762451","garch"
"ma1","-0.238979511544848","-0.427513120335382","-0.0504459027543137","garch"
"temperature_lag1","-0.0235161908364885","-0.0867513060604729","0.0397189243874959","garch"
"carbon_monoxide_lag1","0.000850121533233361","-0.0499895784844174","0.0516898215508841","garch"
"StringencyIndex_WeightedAverage_lag1","-0.0821662853422796","-0.136060236322805","-0.028272334361754","garch"
"scaled_case_lag1","0.891641462700878","0.868722878472481","0.914560046929275","garch"
"ct_sm_7_lag7","-0.198755115042035","-0.258939653874599","-0.138570576209471","garch"
"omega","0.000392230201658152","-0.00221789511145608","0.00300235551477238","garch"
"beta1","0.998999999603886","0.968633539674762","1.02936645953301","garch"
"mu","0.738910308237129","0.581141570482837","0.896679045991422","garch"
"ma1","-0.231185617069238","-0.419247630080161","-0.0431236040583155","garch"
"temperature_lag1","-0.0453041777295161","-0.10946519109517","0.0188568356361383","garch"
