var,coef,proj,modelname
ozone_lag1,0.01172380514703905,10,gbm
GovernmentResponseIndex_WeightedAverage_lag1,0.2201476694433064,10,gbm
scaled_case_lag1,0.45530040323263093,10,gbm
temperature_lag5,0.1956959029998975,11,gbm
wind_speed_lag7,0.013048205953139108,11,gbm
humidity_lag7,0.009350139039989195,11,gbm
carbon_monoxide_lag6,0.02058698188446462,11,gbm
nitrogen_dioxide_lag3,0.027697983464770957,11,gbm
fine_suspended_particulates_lag1,0.021315725275570727,11,gbm
nitrogen_oxides_lag1,0.03771056402870233,11,gbm
respirable_suspended_particulates_lag2,0.03199308159210321,11,gbm
sulphur_dioxide_lag1,0.013259026467184304,11,gbm
ozone_lag7,0.013639469745016142,11,gbm
GovernmentResponseIndex_WeightedAverage_lag1,0.21374100373719723,11,gbm
scaled_case_lag1,0.40196191581196467,11,gbm
temperature_lag4,0.1613297855718386,12,gbm
wind_speed_lag7,0.009969582612274014,12,gbm
humidity_lag7,0.016071237389189755,12,gbm
carbon_monoxide_lag5,0.018329177123700822,12,gbm
nitrogen_dioxide_lag2,0.02166100055949348,12,gbm
nitrogen_oxides_lag7,0.02209061481620646,12,gbm
fine_suspended_particulates_lag1,0.029162313505935084,12,gbm
ozone_lag7,0.009236510795785408,12,gbm
sulphur_dioxide_lag2,0.026122152531413513,12,gbm
GovernmentResponseIndex_WeightedAverage_lag1,0.1771828219801159,12,gbm
scaled_case_lag1,0.5088448031140469,12,gbm
temperature_lag3,0.12519932021464725,13,gbm
wind_speed_lag7,0.025800586340784297,13,gbm
humidity_lag7,0.019938390968670443,13,gbm
carbon_monoxide_lag4,0.03327228607240501,13,gbm
nitrogen_dioxide_lag1,0.043363073765126686,13,gbm
nitrogen_oxides_lag7,0.012347662897093239,13,gbm
fine_suspended_particulates_lag1,0.031280155333850666,13,gbm
ozone_lag7,0.010448473064767958,13,gbm
sulphur_dioxide_lag1,0.018178449142807324,13,gbm
GovernmentResponseIndex_WeightedAverage_lag1,0.1799109059579688,13,gbm
scaled_case_lag1,0.5002606962418783,13,gbm
temperature_lag2,0.17077832272014726,14,gbm
humidity_lag7,0.017962129593891835,14,gbm
wind_speed_lag6,0.01420144398717101,14,gbm
carbon_monoxide_lag3,0.04123334543551239,14,gbm
nitrogen_dioxide_lag1,0.0355555088187397,14,gbm
nitrogen_oxides_lag7,0.017624047699794535,14,gbm
fine_suspended_particulates_lag1,0.023631658152851915,14,gbm
respirable_suspended_particulates_lag1,0.021835961781751626,14,gbm
ozone_lag7,0.013770251703143029,14,gbm
