"mytestdate","var","coef","CI_lwr","CI_upr","modelname","proj"
"19142","ct_sm_7_lag3","-0.116663567888518","-0.288721462618699","0.0553943268416625","lm","9"
"19142","(Intercept)","0.538638912351518","-0.0559367269724182","1.13321455167545","lm","10"
"19142","temperature_lag6","-0.0438981649804475","-0.108312914698611","0.0205165847377164","lm","10"
"19142","carbon_monoxide_lag6","-0.0220408758972241","-0.0680403894728985","0.0239586376784502","lm","10"
"19142","GovernmentResponseIndex_WeightedAverage_lag1","0.0204244331757558","-0.0617852838117862","0.102634150163298","lm","10"
"19142","scaled_case_lag1","0.9048474752401","0.814850564514872","0.994844385965326","lm","10"
"19142","ct_sm_7_lag2","-0.138298809214155","-0.312735167307199","0.0361375488788887","lm","10"
"19142","(Intercept)","0.902415498813144","0.279160034220014","1.52567096340628","lm","11"
"19142","temperature_lag5","-0.0599257993895825","-0.124281399994315","0.00442980121515001","lm","11"
"19142","carbon_monoxide_lag5","-0.022574407974083","-0.0671713616513133","0.0220225457031474","lm","11"
"19142","GovernmentResponseIndex_WeightedAverage_lag1","-0.0412799912446144","-0.131006195763507","0.0484462132742785","lm","11"
"19142","scaled_case_lag1","0.845315711648806","0.74775511169977","0.942876311597842","lm","11"
"19142","ct_sm_7_lag7","-0.268919728679012","-0.465622256251421","-0.0722172011066025","lm","11"
"19142","(Intercept)","1.01620663971524","0.347773620878073","1.68463965855241","lm","12"
"19142","temperature_lag4","-0.0661287486897561","-0.13072604967393","-0.00153144770558271","lm","12"
"19142","carbon_monoxide_lag4","-0.0254826126653627","-0.0699248994354562","0.0189596741047308","lm","12"
"19142","GovernmentResponseIndex_WeightedAverage_lag1","-0.0575584361310119","-0.15143202478661","0.0363151525245858","lm","12"
"19142","scaled_case_lag1","0.826614225436198","0.721221534716162","0.932006916156234","lm","12"
"19142","ct_sm_7_lag7","-0.309916349415519","-0.521022191627479","-0.0988105072035585","lm","12"
"19142","(Intercept)","1.18551373026872","0.463276935425366","1.90775052511208","lm","13"
"19142","temperature_lag3","-0.0741258805382567","-0.139334826958805","-0.00891693411770818","lm","13"
"19142","carbon_monoxide_lag3","-0.0269212557966372","-0.0719751261358857","0.0181326145426114","lm","13"
"19142","GovernmentResponseIndex_WeightedAverage_lag1","-0.0873496220357536","-0.187781151692191","0.013081907620684","lm","13"
"19142","scaled_case_lag1","0.798998403425942","0.684380373084611","0.913616433767273","lm","13"
"19142","ct_sm_7_lag7","-0.368852516483031","-0.597527222664483","-0.140177810301579","lm","13"
"19142","(Intercept)","1.11612944320084","0.365150520715069","1.86710836568661","lm","14"
"19142","temperature_lag2","-0.0745872901233233","-0.141404845373891","-0.00776973487275587","lm","14"
"19142","carbon_monoxide_lag2","-0.0265170799147176","-0.0723206583255233","0.0192864984960881","lm","14"
