var,coef,proj,modelname
StringencyIndex_WeightedAverage_lag1,0.08493861,1,gru
scaled_case_lag1,1.4078895,1,gru
ct_sm_7_lag7,0.41061115,1,gru
temperature_lag4,0.18521759,2,gru
carbon_monoxide_lag1,0.06272116,2,gru
StringencyIndex_WeightedAverage_lag1,0.052696418,2,gru
scaled_case_lag1,1.4342461,2,gru
ct_sm_7_lag7,0.39374924,2,gru
temperature_lag3,0.20182712,3,gru
carbon_monoxide_lag1,0.04690098,3,gru
StringencyIndex_WeightedAverage_lag1,0.04114325,3,gru
scaled_case_lag1,1.4864874,3,gru
ct_sm_7_lag7,0.34849578,3,gru
temperature_lag2,0.2249581,4,gru
carbon_monoxide_lag1,0.05559064,4,gru
StringencyIndex_WeightedAverage_lag1,0.05213609,4,gru
scaled_case_lag1,1.5145856,4,gru
ct_sm_7_lag7,0.32340664,4,gru
temperature_lag1,0.18858902,5,gru
carbon_monoxide_lag1,0.04705944,5,gru
StringencyIndex_WeightedAverage_lag1,0.059786692,5,gru
scaled_case_lag1,1.5346149,5,gru
ct_sm_7_lag7,0.307295,5,gru
temperature_lag1,0.19344966,6,gru
carbon_monoxide_lag1,0.05587876,6,gru
StringencyIndex_WeightedAverage_lag1,0.073033646,6,gru
scaled_case_lag1,1.5526261,6,gru
ct_sm_7_lag7,0.27209932,6,gru
temperature_lag1,0.2041084,7,gru
carbon_monoxide_lag1,0.059790988,7,gru
StringencyIndex_WeightedAverage_lag1,0.08362187,7,gru
scaled_case_lag1,1.5305053,7,gru
ct_sm_7_lag7,0.27748957,7,gru
temperature_lag1,0.14867312,8,gru
carbon_monoxide_lag1,0.045335848,8,gru
StringencyIndex_WeightedAverage_lag1,0.08110853,8,gru
scaled_case_lag1,1.5235451,8,gru
ct_sm_7_lag7,0.26740432,8,gru
temperature_lag1,0.17684251,9,gru
carbon_monoxide_lag1,0.06300235,9,gru
StringencyIndex_WeightedAverage_lag1,0.09646141,9,gru
scaled_case_lag1,1.5154737,9,gru
ct_sm_7_lag7,0.25172526,9,gru
temperature_lag1,0.17946973,10,gru
carbon_monoxide_lag1,0.081418,10,gru
StringencyIndex_WeightedAverage_lag1,0.0983577,10,gru
scaled_case_lag1,1.4571898,10,gru
ct_sm_7_lag7,0.2744723,10,gru
temperature_lag1,0.13727504,11,gru
carbon_monoxide_lag1,0.053235058,11,gru
StringencyIndex_WeightedAverage_lag1,0.096111074,11,gru
scaled_case_lag1,1.4201107,11,gru
ct_sm_7_lag7,0.283936,11,gru
temperature_lag1,0.15415907,12,gru
carbon_monoxide_lag1,0.04605578,12,gru
StringencyIndex_WeightedAverage_lag1,0.113696836,12,gru
scaled_case_lag1,1.3691841,12,gru
ct_sm_7_lag7,0.31217757,12,gru
temperature_lag1,0.14173506,13,gru
nitrogen_oxides_lag2,0.040612023,13,gru
StringencyIndex_WeightedAverage_lag1,0.11548307,13,gru
scaled_case_lag1,1.3166871,13,gru
ct_sm_7_lag7,0.34903952,13,gru
temperature_lag1,0.15436529,14,gru
nitrogen_oxides_lag7,0.030899929,14,gru
StringencyIndex_WeightedAverage_lag1,0.13468929,14,gru
scaled_case_lag1,1.3338745,14,gru
ct_sm_7_lag7,0.31105986,14,gru
temperature_lag6,0.1736362,0,gru
carbon_monoxide_lag1,0.099934615,0,gru
StringencyIndex_WeightedAverage_lag1,0.105836354,0,gru
scaled_case_lag1,1.3775346,0,gru
ct_sm_7_lag7,0.42808163,0,gru
temperature_lag5,0.17471556,1,gru
carbon_monoxide_lag1,0.07933189,1,gru
StringencyIndex_WeightedAverage_lag1,0.083124205,1,gru
scaled_case_lag1,1.4057173,1,gru
ct_sm_7_lag7,0.41065896,1,gru
temperature_lag4,0.18421575,2,gru
carbon_monoxide_lag1,0.06374336,2,gru
StringencyIndex_WeightedAverage_lag1,0.051392805,2,gru
scaled_case_lag1,1.4334236,2,gru
ct_sm_7_lag7,0.39283836,2,gru
temperature_lag3,0.2016749,3,gru
carbon_monoxide_lag1,0.04692271,3,gru
StringencyIndex_WeightedAverage_lag1,0.040836614,3,gru
scaled_case_lag1,1.4844084,3,gru
ct_sm_7_lag7,0.3486462,3,gru
temperature_lag2,0.22328985,4,gru
carbon_monoxide_lag1,0.05522582,4,gru
StringencyIndex_WeightedAverage_lag1,0.05303851,4,gru
scaled_case_lag1,1.5122895,4,gru
ct_sm_7_lag7,0.32308388,4,gru
temperature_lag1,0.18768944,5,gru
carbon_monoxide_lag1,0.04686384,5,gru
StringencyIndex_WeightedAverage_lag1,0.060637087,5,gru
scaled_case_lag1,1.5321783,5,gru
ct_sm_7_lag7,0.3073767,5,gru
temperature_lag1,0.19245325,6,gru
carbon_monoxide_lag1,0.05552165,6,gru
StringencyIndex_WeightedAverage_lag1,0.073665194,6,gru
scaled_case_lag1,1.5496875,6,gru
ct_sm_7_lag7,0.27232814,6,gru
temperature_lag1,0.20319334,7,gru
carbon_monoxide_lag1,0.059286024,7,gru
StringencyIndex_WeightedAverage_lag1,0.08439681,7,gru
scaled_case_lag1,1.52683,7,gru
ct_sm_7_lag7,0.27826372,7,gru
temperature_lag1,0.14798166,8,gru
carbon_monoxide_lag1,0.045293294,8,gru
StringencyIndex_WeightedAverage_lag1,0.081914134,8,gru
scaled_case_lag1,1.5196049,8,gru
ct_sm_7_lag7,0.2681627,8,gru
temperature_lag1,0.17699094,9,gru
carbon_monoxide_lag1,0.062578954,9,gru
StringencyIndex_WeightedAverage_lag1,0.097515404,9,gru
scaled_case_lag1,1.510977,9,gru
ct_sm_7_lag7,0.25340644,9,gru
temperature_lag1,0.17983358,10,gru
carbon_monoxide_lag1,0.08156468,10,gru
StringencyIndex_WeightedAverage_lag1,0.09929583,10,gru
scaled_case_lag1,1.453715,10,gru
ct_sm_7_lag7,0.2754038,10,gru
temperature_lag1,0.13673994,11,gru
carbon_monoxide_lag1,0.053367935,11,gru
StringencyIndex_WeightedAverage_lag1,0.09722853,11,gru
scaled_case_lag1,1.4145936,11,gru
ct_sm_7_lag7,0.28669116,11,gru
temperature_lag1,0.15447494,12,gru
carbon_monoxide_lag1,0.04593796,12,gru
StringencyIndex_WeightedAverage_lag1,0.114714,12,gru
scaled_case_lag1,1.3653657,12,gru
ct_sm_7_lag7,0.31357136,12,gru
temperature_lag1,0.16192088,13,gru
nitrogen_oxides_lag1,0.08720623,13,gru
StringencyIndex_WeightedAverage_lag1,0.12396973,13,gru
scaled_case_lag1,1.3066177,13,gru
ct_sm_7_lag7,0.34907967,13,gru
temperature_lag1,0.15604368,14,gru
nitrogen_oxides_lag7,0.030593082,14,gru
StringencyIndex_WeightedAverage_lag1,0.13452823,14,gru
scaled_case_lag1,1.3300061,14,gru
ct_sm_7_lag7,0.31126326,14,gru
temperature_lag6,0.17559217,0,gru
carbon_monoxide_lag1,0.09948773,0,gru
StringencyIndex_WeightedAverage_lag1,0.1055714,0,gru
scaled_case_lag1,1.3738523,0,gru
ct_sm_7_lag7,0.42766324,0,gru
temperature_lag5,0.1765677,1,gru
carbon_monoxide_lag1,0.07890155,1,gru
StringencyIndex_WeightedAverage_lag1,0.082999386,1,gru
scaled_case_lag1,1.4016855,1,gru
ct_sm_7_lag7,0.41041976,1,gru
temperature_lag4,0.18558006,2,gru
carbon_monoxide_lag1,0.06366116,2,gru
StringencyIndex_WeightedAverage_lag1,0.051178228,2,gru
scaled_case_lag1,1.4300153,2,gru
ct_sm_7_lag7,0.39247233,2,gru
temperature_lag3,0.2023106,3,gru
carbon_monoxide_lag1,0.04695806,3,gru
StringencyIndex_WeightedAverage_lag1,0.04070407,3,gru
scaled_case_lag1,1.4816837,3,gru
ct_sm_7_lag7,0.347842,3,gru
temperature_lag2,0.2249825,4,gru
carbon_monoxide_lag1,0.054942347,4,gru
StringencyIndex_WeightedAverage_lag1,0.05358706,4,gru
scaled_case_lag1,1.5094603,4,gru
ct_sm_7_lag7,0.3231493,4,gru
temperature_lag1,0.18737607,5,gru
carbon_monoxide_lag1,0.046873253,5,gru
StringencyIndex_WeightedAverage_lag1,0.060775872,5,gru
scaled_case_lag1,1.5279341,5,gru
ct_sm_7_lag7,0.30693775,5,gru
temperature_lag1,0.1935452,6,gru
carbon_monoxide_lag1,0.055594265,6,gru
StringencyIndex_WeightedAverage_lag1,0.07408324,6,gru
scaled_case_lag1,1.5453033,6,gru
ct_sm_7_lag7,0.27254325,6,gru
temperature_lag1,0.2038558,7,gru
carbon_monoxide_lag1,0.05939147,7,gru
StringencyIndex_WeightedAverage_lag1,0.08489019,7,gru
scaled_case_lag1,1.5223831,7,gru
ct_sm_7_lag7,0.27836314,7,gru
temperature_lag1,0.14899983,8,gru
carbon_monoxide_lag1,0.045312855,8,gru
StringencyIndex_WeightedAverage_lag1,0.082475364,8,gru
scaled_case_lag1,1.5151677,8,gru
ct_sm_7_lag7,0.2681979,8,gru
temperature_lag1,0.178468,9,gru
carbon_monoxide_lag1,0.06282396,9,gru
StringencyIndex_WeightedAverage_lag1,0.09816772,9,gru
scaled_case_lag1,1.5067145,9,gru
ct_sm_7_lag7,0.25346816,9,gru
temperature_lag1,0.18175983,10,gru
carbon_monoxide_lag1,0.08203985,10,gru
StringencyIndex_WeightedAverage_lag1,0.10015318,10,gru
scaled_case_lag1,1.4502891,10,gru
ct_sm_7_lag7,0.27493963,10,gru
temperature_lag1,0.13836375,11,gru
carbon_monoxide_lag1,0.053273864,11,gru
StringencyIndex_WeightedAverage_lag1,0.098225325,11,gru
scaled_case_lag1,1.411758,11,gru
ct_sm_7_lag7,0.2861503,11,gru
temperature_lag1,0.1422964,12,gru
nitrogen_oxides_lag2,0.07050835,12,gru
StringencyIndex_WeightedAverage_lag1,0.1038643,12,gru
scaled_case_lag1,1.3722302,12,gru
ct_sm_7_lag7,0.30922946,12,gru
temperature_lag1,0.1647805,13,gru
nitrogen_oxides_lag1,0.08715986,13,gru
StringencyIndex_WeightedAverage_lag1,0.12376715,13,gru
scaled_case_lag1,1.3045363,13,gru
ct_sm_7_lag7,0.34655938,13,gru
temperature_lag1,0.15900846,14,gru
nitrogen_oxides_lag7,0.031175178,14,gru
StringencyIndex_WeightedAverage_lag1,0.13379276,14,gru
scaled_case_lag1,1.3278669,14,gru
ct_sm_7_lag7,0.30863348,14,gru
temperature_lag6,0.1756135,0,gru
carbon_monoxide_lag1,0.1010884,0,gru
StringencyIndex_WeightedAverage_lag1,0.104109906,0,gru
scaled_case_lag1,1.3713146,0,gru
ct_sm_7_lag7,0.42751697,0,gru
temperature_lag5,0.17619726,1,gru
carbon_monoxide_lag1,0.08080352,1,gru
StringencyIndex_WeightedAverage_lag1,0.08141633,1,gru
scaled_case_lag1,1.3993242,1,gru
ct_sm_7_lag7,0.4102259,1,gru
temperature_lag4,0.18508801,2,gru
carbon_monoxide_lag1,0.065426655,2,gru
StringencyIndex_WeightedAverage_lag1,0.050289832,2,gru
scaled_case_lag1,1.4274876,2,gru
ct_sm_7_lag7,0.39248347,2,gru
temperature_lag3,0.20070104,3,gru
carbon_monoxide_lag1,0.047465295,3,gru
StringencyIndex_WeightedAverage_lag1,0.0408185,3,gru
scaled_case_lag1,1.4789608,3,gru
ct_sm_7_lag7,0.3478583,3,gru
temperature_lag2,0.22306268,4,gru
carbon_monoxide_lag1,0.05429734,4,gru
StringencyIndex_WeightedAverage_lag1,0.054212052,4,gru
scaled_case_lag1,1.507655,4,gru
ct_sm_7_lag7,0.32263723,4,gru
temperature_lag1,0.1868765,5,gru
carbon_monoxide_lag1,0.046586934,5,gru
StringencyIndex_WeightedAverage_lag1,0.06154916,5,gru
scaled_case_lag1,1.5255388,5,gru
ct_sm_7_lag7,0.30716395,5,gru
temperature_lag1,0.1917934,6,gru
carbon_monoxide_lag1,0.05479008,6,gru
StringencyIndex_WeightedAverage_lag1,0.07482306,6,gru
scaled_case_lag1,1.5421916,6,gru
ct_sm_7_lag7,0.2730638,6,gru
temperature_lag1,0.20267567,7,gru
carbon_monoxide_lag1,0.058855552,7,gru
StringencyIndex_WeightedAverage_lag1,0.08569569,7,gru
scaled_case_lag1,1.5185108,7,gru
ct_sm_7_lag7,0.27907622,7,gru
temperature_lag1,0.14856507,8,gru
carbon_monoxide_lag1,0.045110773,8,gru
StringencyIndex_WeightedAverage_lag1,0.08335871,8,gru
scaled_case_lag1,1.5113162,8,gru
ct_sm_7_lag7,0.26905227,8,gru
temperature_lag1,0.17826264,9,gru
carbon_monoxide_lag1,0.06255804,9,gru
StringencyIndex_WeightedAverage_lag1,0.09920643,9,gru
scaled_case_lag1,1.5028282,9,gru
ct_sm_7_lag7,0.2545234,9,gru
temperature_lag1,0.18165998,10,gru
carbon_monoxide_lag1,0.082104616,10,gru
StringencyIndex_WeightedAverage_lag1,0.10109352,10,gru
scaled_case_lag1,1.4449301,10,gru
ct_sm_7_lag7,0.27726024,10,gru
temperature_lag1,0.13862278,11,gru
carbon_monoxide_lag1,0.053102937,11,gru
StringencyIndex_WeightedAverage_lag1,0.09920034,11,gru
scaled_case_lag1,1.407423,11,gru
ct_sm_7_lag7,0.28762248,11,gru
temperature_lag1,0.14405565,12,gru
nitrogen_oxides_lag2,0.07091822,12,gru
StringencyIndex_WeightedAverage_lag1,0.10385199,12,gru
scaled_case_lag1,1.368258,12,gru
ct_sm_7_lag7,0.30953825,12,gru
temperature_lag1,0.16600542,13,gru
nitrogen_oxides_lag1,0.087335415,13,gru
StringencyIndex_WeightedAverage_lag1,0.123510525,13,gru
scaled_case_lag1,1.3006682,13,gru
ct_sm_7_lag7,0.34680396,13,gru
temperature_lag1,0.16098677,14,gru
nitrogen_oxides_lag7,0.031188099,14,gru
StringencyIndex_WeightedAverage_lag1,0.13326827,14,gru
scaled_case_lag1,1.3238833,14,gru
ct_sm_7_lag7,0.30898446,14,gru
temperature_lag6,0.17392156,0,gru
carbon_monoxide_lag1,0.10176994,0,gru
StringencyIndex_WeightedAverage_lag1,0.10085734,0,gru
scaled_case_lag1,1.37316,0,gru
ct_sm_7_lag7,0.42500442,0,gru
temperature_lag5,0.1754375,1,gru
carbon_monoxide_lag1,0.08291581,1,gru
StringencyIndex_WeightedAverage_lag1,0.0803582,1,gru
scaled_case_lag1,1.3965889,1,gru
ct_sm_7_lag7,0.4102827,1,gru
temperature_lag4,0.18380499,2,gru
carbon_monoxide_lag1,0.067592695,2,gru
StringencyIndex_WeightedAverage_lag1,0.049333442,2,gru
scaled_case_lag1,1.4256191,2,gru
ct_sm_7_lag7,0.39206636,2,gru
temperature_lag3,0.1998495,3,gru
carbon_monoxide_lag1,0.0482202,3,gru
StringencyIndex_WeightedAverage_lag1,0.040838648,3,gru
scaled_case_lag1,1.4771347,3,gru
ct_sm_7_lag7,0.3481736,3,gru
temperature_lag2,0.22012033,4,gru
carbon_monoxide_lag1,0.0538818,4,gru
StringencyIndex_WeightedAverage_lag1,0.055252027,4,gru
scaled_case_lag1,1.5058326,4,gru
ct_sm_7_lag7,0.3227955,4,gru
temperature_lag1,0.1867772,5,gru
carbon_monoxide_lag1,0.046017338,5,gru
StringencyIndex_WeightedAverage_lag1,0.062709205,5,gru
scaled_case_lag1,1.5246574,5,gru
ct_sm_7_lag7,0.30740893,5,gru
temperature_lag1,0.18978944,6,gru
carbon_monoxide_lag1,0.05399948,6,gru
StringencyIndex_WeightedAverage_lag1,0.07554007,6,gru
scaled_case_lag1,1.5393388,6,gru
ct_sm_7_lag7,0.27342668,6,gru
temperature_lag1,0.2003191,7,gru
carbon_monoxide_lag1,0.057634227,7,gru
StringencyIndex_WeightedAverage_lag1,0.086794555,7,gru
scaled_case_lag1,1.5159297,7,gru
ct_sm_7_lag7,0.27954295,7,gru
temperature_lag1,0.14766379,8,gru
carbon_monoxide_lag1,0.044920694,8,gru
StringencyIndex_WeightedAverage_lag1,0.08436371,8,gru
scaled_case_lag1,1.5071964,8,gru
ct_sm_7_lag7,0.27056828,8,gru
temperature_lag1,0.17773998,9,gru
carbon_monoxide_lag1,0.06232579,9,gru
StringencyIndex_WeightedAverage_lag1,0.10033599,9,gru
scaled_case_lag1,1.4996799,9,gru
ct_sm_7_lag7,0.25536388,9,gru
temperature_lag1,0.18080878,10,gru
carbon_monoxide_lag1,0.0820063,10,gru
StringencyIndex_WeightedAverage_lag1,0.102324516,10,gru
scaled_case_lag1,1.4409926,10,gru
ct_sm_7_lag7,0.2788589,10,gru
temperature_lag1,0.13826033,11,gru
carbon_monoxide_lag1,0.05285434,11,gru
StringencyIndex_WeightedAverage_lag1,0.10021325,11,gru
scaled_case_lag1,1.4031928,11,gru
ct_sm_7_lag7,0.28946444,11,gru
temperature_lag1,0.14537103,12,gru
nitrogen_oxides_lag2,0.07128194,12,gru
StringencyIndex_WeightedAverage_lag1,0.10377652,12,gru
scaled_case_lag1,1.3636813,12,gru
ct_sm_7_lag7,0.31063816,12,gru
temperature_lag1,0.1666731,13,gru
nitrogen_oxides_lag1,0.0876296,13,gru
StringencyIndex_WeightedAverage_lag1,0.12322714,13,gru
scaled_case_lag1,1.2964612,13,gru
ct_sm_7_lag7,0.34794322,13,gru
temperature_lag1,0.1601976,14,gru
nitrogen_oxides_lag7,0.031444665,14,gru
StringencyIndex_WeightedAverage_lag1,0.13184674,14,gru
scaled_case_lag1,1.3184432,14,gru
ct_sm_7_lag7,0.31029293,14,gru
temperature_lag6,0.17139521,0,gru
carbon_monoxide_lag1,0.10002358,0,gru
StringencyIndex_WeightedAverage_lag1,0.0963295,0,gru
scaled_case_lag1,1.3795853,0,gru
ct_sm_7_lag7,0.41868892,0,gru
temperature_lag5,0.1734512,1,gru
carbon_monoxide_lag1,0.08298455,1,gru
StringencyIndex_WeightedAverage_lag1,0.0774522,1,gru
scaled_case_lag1,1.3984787,1,gru
ct_sm_7_lag7,0.40691596,1,gru
temperature_lag4,0.1820899,2,gru
carbon_monoxide_lag1,0.067788884,2,gru
StringencyIndex_WeightedAverage_lag1,0.04863489,2,gru
scaled_case_lag1,1.4248053,2,gru
ct_sm_7_lag7,0.38984108,2,gru
temperature_lag3,0.19842926,3,gru
carbon_monoxide_lag1,0.048878662,3,gru
StringencyIndex_WeightedAverage_lag1,0.04126605,3,gru
scaled_case_lag1,1.4758468,3,gru
ct_sm_7_lag7,0.34701458,3,gru
temperature_lag2,0.21906085,4,gru
carbon_monoxide_lag1,0.053270377,4,gru
StringencyIndex_WeightedAverage_lag1,0.055756427,4,gru
scaled_case_lag1,1.5037568,4,gru
ct_sm_7_lag7,0.3228754,4,gru
temperature_lag1,0.18469514,5,gru
carbon_monoxide_lag1,0.04613612,5,gru
StringencyIndex_WeightedAverage_lag1,0.06299508,5,gru
scaled_case_lag1,1.5220177,5,gru
ct_sm_7_lag7,0.3069533,5,gru
temperature_lag1,0.18772529,6,gru
carbon_monoxide_lag1,0.0535255,6,gru
StringencyIndex_WeightedAverage_lag1,0.07636065,6,gru
scaled_case_lag1,1.5369236,6,gru
ct_sm_7_lag7,0.27292508,6,gru
temperature_lag1,0.19958316,7,gru
carbon_monoxide_lag1,0.056942776,7,gru
StringencyIndex_WeightedAverage_lag1,0.087700754,7,gru
scaled_case_lag1,1.5129066,7,gru
ct_sm_7_lag7,0.28005978,7,gru
temperature_lag1,0.14710805,8,gru
carbon_monoxide_lag1,0.044786736,8,gru
StringencyIndex_WeightedAverage_lag1,0.085248426,8,gru
scaled_case_lag1,1.5039573,8,gru
ct_sm_7_lag7,0.27117229,8,gru
temperature_lag1,0.17753863,9,gru
carbon_monoxide_lag1,0.061935477,9,gru
StringencyIndex_WeightedAverage_lag1,0.10136397,9,gru
scaled_case_lag1,1.4964697,9,gru
ct_sm_7_lag7,0.25594756,9,gru
temperature_lag1,0.18088514,10,gru
carbon_monoxide_lag1,0.08210842,10,gru
StringencyIndex_WeightedAverage_lag1,0.103558704,10,gru
scaled_case_lag1,1.4375952,10,gru
ct_sm_7_lag7,0.27997896,10,gru
temperature_lag1,0.13804485,11,gru
carbon_monoxide_lag1,0.05277184,11,gru
StringencyIndex_WeightedAverage_lag1,0.10112511,11,gru
scaled_case_lag1,1.3990612,11,gru
ct_sm_7_lag7,0.2907894,11,gru
temperature_lag1,0.1466845,12,gru
nitrogen_oxides_lag2,0.07162436,12,gru
StringencyIndex_WeightedAverage_lag1,0.10351487,12,gru
scaled_case_lag1,1.3590174,12,gru
ct_sm_7_lag7,0.31124485,12,gru
temperature_lag1,0.1681297,13,gru
nitrogen_oxides_lag1,0.088013224,13,gru
StringencyIndex_WeightedAverage_lag1,0.122993074,13,gru
scaled_case_lag1,1.2927527,13,gru
ct_sm_7_lag7,0.3480724,13,gru
temperature_lag1,0.16224864,14,gru
nitrogen_oxides_lag7,0.031305414,14,gru
StringencyIndex_WeightedAverage_lag1,0.13130914,14,gru
scaled_case_lag1,1.3143151,14,gru
ct_sm_7_lag7,0.31126776,14,gru
temperature_lag7,0.1745651,0,gru
carbon_monoxide_lag1,0.1165672,0,gru
StringencyIndex_WeightedAverage_lag1,0.08332416,0,gru
scaled_case_lag1,1.3750365,0,gru
ct_sm_7_lag7,0.42156088,0,gru
temperature_lag6,0.16165632,1,gru
carbon_monoxide_lag1,0.09382257,1,gru
StringencyIndex_WeightedAverage_lag1,0.072209485,1,gru
scaled_case_lag1,1.4008355,1,gru
ct_sm_7_lag7,0.40124506,1,gru
temperature_lag5,0.16590235,2,gru
carbon_monoxide_lag1,0.06631067,2,gru
StringencyIndex_WeightedAverage_lag1,0.054325588,2,gru
scaled_case_lag1,1.4234905,2,gru
ct_sm_7_lag7,0.3857554,2,gru
temperature_lag4,0.17955396,3,gru
carbon_monoxide_lag1,0.0452408,3,gru
StringencyIndex_WeightedAverage_lag1,0.041680582,3,gru
scaled_case_lag1,1.467841,3,gru
ct_sm_7_lag7,0.34750134,3,gru
temperature_lag3,0.18338515,4,gru
carbon_monoxide_lag1,0.05114288,4,gru
StringencyIndex_WeightedAverage_lag1,0.046139967,4,gru
scaled_case_lag1,1.4965525,4,gru
ct_sm_7_lag7,0.32178518,4,gru
temperature_lag2,0.15524994,5,gru
carbon_monoxide_lag1,0.05288088,5,gru
StringencyIndex_WeightedAverage_lag1,0.058451395,5,gru
scaled_case_lag1,1.5137033,5,gru
ct_sm_7_lag7,0.30461267,5,gru
temperature_lag1,0.18592219,6,gru
carbon_monoxide_lag1,0.052751113,6,gru
StringencyIndex_WeightedAverage_lag1,0.07699202,6,gru
scaled_case_lag1,1.5342008,6,gru
ct_sm_7_lag7,0.27294013,6,gru
temperature_lag1,0.19886397,7,gru
carbon_monoxide_lag1,0.05610759,7,gru
StringencyIndex_WeightedAverage_lag1,0.08857804,7,gru
scaled_case_lag1,1.5102571,7,gru
ct_sm_7_lag7,0.280049,7,gru
temperature_lag1,0.14717543,8,gru
carbon_monoxide_lag1,0.04470085,8,gru
StringencyIndex_WeightedAverage_lag1,0.08596696,8,gru
scaled_case_lag1,1.5002639,8,gru
ct_sm_7_lag7,0.27174917,8,gru
temperature_lag1,0.17729507,9,gru
carbon_monoxide_lag1,0.06160508,9,gru
StringencyIndex_WeightedAverage_lag1,0.1021577,9,gru
scaled_case_lag1,1.4914113,9,gru
ct_sm_7_lag7,0.25788036,9,gru
temperature_lag1,0.18117064,10,gru
carbon_monoxide_lag1,0.081893325,10,gru
StringencyIndex_WeightedAverage_lag1,0.10441698,10,gru
scaled_case_lag1,1.4335178,10,gru
ct_sm_7_lag7,0.2810484,10,gru
temperature_lag1,0.13783653,11,gru
carbon_monoxide_lag1,0.05295548,11,gru
StringencyIndex_WeightedAverage_lag1,0.102057375,11,gru
scaled_case_lag1,1.3946389,11,gru
ct_sm_7_lag7,0.29196334,11,gru
temperature_lag1,0.1304147,12,gru
nitrogen_oxides_lag3,0.035406444,12,gru
StringencyIndex_WeightedAverage_lag1,0.09685574,12,gru
scaled_case_lag1,1.3567407,12,gru
ct_sm_7_lag7,0.31426945,12,gru
temperature_lag1,0.1506072,13,gru
nitrogen_oxides_lag2,0.04187192,13,gru
StringencyIndex_WeightedAverage_lag1,0.11465787,13,gru
scaled_case_lag1,1.2935178,13,gru
ct_sm_7_lag7,0.35090974,13,gru
temperature_lag1,0.18129261,14,gru
nitrogen_oxides_lag1,0.058319125,14,gru
StringencyIndex_WeightedAverage_lag1,0.1374873,14,gru
scaled_case_lag1,1.2601978,14,gru
ct_sm_7_lag7,0.3538008,14,gru
temperature_lag7,0.17698956,0,gru
carbon_monoxide_lag1,0.11499088,0,gru
StringencyIndex_WeightedAverage_lag1,0.083655976,0,gru
scaled_case_lag1,1.3707776,0,gru
ct_sm_7_lag7,0.42111263,0,gru
temperature_lag6,0.16238827,1,gru
carbon_monoxide_lag1,0.09350664,1,gru
StringencyIndex_WeightedAverage_lag1,0.07104604,1,gru
scaled_case_lag1,1.3987622,1,gru
ct_sm_7_lag7,0.3999642,1,gru
temperature_lag5,0.16559194,2,gru
carbon_monoxide_lag1,0.06528794,2,gru
StringencyIndex_WeightedAverage_lag1,0.052080624,2,gru
scaled_case_lag1,1.4277141,2,gru
ct_sm_7_lag7,0.38010624,2,gru
temperature_lag4,0.18046215,3,gru
carbon_monoxide_lag1,0.04530112,3,gru
StringencyIndex_WeightedAverage_lag1,0.0415052,3,gru
scaled_case_lag1,1.4648752,3,gru
ct_sm_7_lag7,0.3469855,3,gru
temperature_lag3,0.1854429,4,gru
carbon_monoxide_lag1,0.051185276,4,gru
StringencyIndex_WeightedAverage_lag1,0.046178687,4,gru
scaled_case_lag1,1.4922432,4,gru
ct_sm_7_lag7,0.32198724,4,gru
temperature_lag2,0.15930012,5,gru
carbon_monoxide_lag1,0.052810743,5,gru
StringencyIndex_WeightedAverage_lag1,0.05868188,5,gru
scaled_case_lag1,1.5098006,5,gru
ct_sm_7_lag7,0.30487245,5,gru
temperature_lag1,0.18575785,6,gru
carbon_monoxide_lag1,0.052681573,6,gru
StringencyIndex_WeightedAverage_lag1,0.07697246,6,gru
scaled_case_lag1,1.5290954,6,gru
ct_sm_7_lag7,0.2735532,6,gru
temperature_lag1,0.19984622,7,gru
carbon_monoxide_lag1,0.055714577,7,gru
StringencyIndex_WeightedAverage_lag1,0.0890655,7,gru
scaled_case_lag1,1.506025,7,gru
ct_sm_7_lag7,0.28055164,7,gru
temperature_lag1,0.14839612,8,gru
carbon_monoxide_lag1,0.044778578,8,gru
StringencyIndex_WeightedAverage_lag1,0.086510696,8,gru
scaled_case_lag1,1.4959141,8,gru
ct_sm_7_lag7,0.27189717,8,gru
temperature_lag1,0.17877398,9,gru
carbon_monoxide_lag1,0.061868273,9,gru
StringencyIndex_WeightedAverage_lag1,0.10284197,9,gru
scaled_case_lag1,1.4868895,9,gru
ct_sm_7_lag7,0.25843307,9,gru
temperature_lag1,0.18258496,10,gru
carbon_monoxide_lag1,0.0821159,10,gru
StringencyIndex_WeightedAverage_lag1,0.10509555,10,gru
scaled_case_lag1,1.4289577,10,gru
ct_sm_7_lag7,0.28175145,10,gru
temperature_lag1,0.13875994,11,gru
carbon_monoxide_lag1,0.053348675,11,gru
StringencyIndex_WeightedAverage_lag1,0.102664694,11,gru
scaled_case_lag1,1.3897312,11,gru
ct_sm_7_lag7,0.29253134,11,gru
temperature_lag1,0.132291,12,gru
nitrogen_oxides_lag3,0.03556135,12,gru
StringencyIndex_WeightedAverage_lag1,0.096487984,12,gru
scaled_case_lag1,1.352329,12,gru
ct_sm_7_lag7,0.31388482,12,gru
temperature_lag1,0.1525278,13,gru
nitrogen_oxides_lag2,0.042189054,13,gru
StringencyIndex_WeightedAverage_lag1,0.11438994,13,gru
scaled_case_lag1,1.2897236,13,gru
ct_sm_7_lag7,0.35018986,13,gru
temperature_lag1,0.18299,14,gru
nitrogen_oxides_lag1,0.058792476,14,gru
StringencyIndex_WeightedAverage_lag1,0.1373229,14,gru
scaled_case_lag1,1.2569448,14,gru
